track_id,album_id,date_id,sound_id,virality_id,main_artist_id,streams_1month,popularity
TR002792,ALB470318,20221028,2792,4,25,5978,3.0
TR002793,ALB843701,20160129,2793,5,25,5155,1.0
TR002794,ALB470318,20221028,2794,5,25,4532,1.0
TR002795,ALB566325,20170000,2795,5,25,4888,9.0
TR002796,ALB798387,20241115,2796,4,25,5199,6.0
TR002797,ALB566514,20250411,2797,4,25,4157,28.0
TR002798,ALB933729,20250530,2798,5,25,5259,39.0
TR002799,ALB843572,20200410,2799,1,103,39776,55.0
TR002800,ALB263083,20191206,2800,1,103,23874,50.0
TR002801,ALB766593,20220114,2801,1,103,11542,45.0
TR002802,ALB927529,20220128,2802,1,103,10624,42.0
TR002803,ALB641402,20220506,2803,1,103,7545,48.0
TR002804,ALB629204,20210205,2804,1,103,5936,33.0
TR002805,ALB283820,20210806,2805,1,103,5055,40.0
TR002806,ALB460955,20211119,2806,1,103,5970,41.0
TR002807,ALB462964,20230210,2807,1,103,5530,42.0
TR002808,ALB993609,20201030,2808,1,103,4334,40.0
TR002809,ALB222412,20210528,2809,1,103,4967,35.0
TR002810,ALB199673,20230519,2810,3,103,5451,31.0
TR002811,ALB847364,20180124,2811,3,52,10063,22.0
TR002812,ALB847364,20180518,2812,3,52,10917,28.0
TR002813,ALB847364,20180518,2813,3,52,9954,23.0
TR002814,ALB847364,20180511,2814,6,52,7924,25.0
TR002815,ALB847364,20180518,2815,3,52,7733,22.0
TR002816,ALB847364,20180518,2816,4,52,7051,18.0
TR002817,ALB847364,20180518,2817,4,52,5434,21.0
TR002818,ALB847364,20180518,2818,3,52,4035,21.0
TR002819,ALB847364,20180323,2819,3,52,4028,16.0
TR002820,ALB978792,20190226,2820,3,52,4725,24.0
TR002821,ALB135524,20230616,2821,4,52,5869,31.0
TR002822,ALB847364,20180518,2822,4,52,4468,21.0
TR002823,ALB135524,20230616,2823,4,52,5284,27.0
TR002824,ALB135524,20230616,2824,4,52,4455,26.0
TR002825,ALB135524,20230616,2825,4,52,4656,27.0
TR002826,ALB135524,20230609,2826,4,52,5710,23.0
TR002827,ALB847364,20180518,2827,4,52,5471,15.0
TR002828,ALB430461,20140318,2828,3,52,4204,18.0
TR002829,ALB135524,20230616,2829,4,52,4871,25.0
TR002830,ALB847364,20180518,2830,4,52,4068,17.0
TR002831,ALB135524,20230616,2831,4,52,4974,25.0
TR002832,ALB430461,20180518,2832,4,52,5338,18.0
TR002833,ALB847364,20150910,2833,3,52,4249,28.0
TR002834,ALB135524,20230616,2834,4,52,4590,23.0
TR002835,ALB135524,20230616,2835,4,52,4810,22.0
TR002836,ALB135524,20230616,2836,4,52,5855,20.0
TR002837,ALB357044,20120928,2837,3,52,6003,19.0
TR002838,ALB135524,20230616,2838,4,52,4101,21.0
TR002839,ALB135524,20230616,2839,4,52,5537,23.0
TR002840,ALB135524,20230616,2840,4,52,4756,27.0
TR002841,ALB430461,20140318,2841,4,52,4799,13.0
TR002842,ALB430461,20140318,2842,3,52,5526,20.0
TR002843,ALB135524,20230616,2843,4,52,5853,20.0
TR002844,ALB135524,20230616,2844,4,52,5916,21.0
TR002845,ALB430461,20140318,2845,4,52,5170,20.0
TR002846,ALB357044,20120928,2846,4,52,4729,14.0
TR002847,ALB135524,20230616,2847,4,52,5589,20.0
TR002848,ALB357044,20120928,2848,4,52,4515,14.0
TR002849,ALB357044,20170704,2849,3,52,5142,10.0
TR002850,ALB430461,20140101,2850,4,52,4732,8.0
TR002851,ALB887756,20180305,2851,3,52,5329,25.0
TR002852,ALB430461,20140101,2852,4,52,4496,12.0
TR002853,ALB357044,20120928,2853,4,52,4397,10.0
TR002854,ALB430461,20140318,2854,3,52,5855,10.0
TR002855,ALB357044,20170806,2855,4,52,4215,19.0
TR002856,ALB430461,20140318,2856,4,52,5027,8.0
TR002857,ALB871328,20151224,2857,3,52,4455,19.0
TR002858,ALB430461,20140318,2858,4,52,4090,9.0
TR002859,ALB430461,20140101,2859,4,52,4085,15.0
TR002860,ALB430461,20140101,2860,4,52,4362,8.0
TR002861,ALB357044,20120928,2861,4,52,5751,7.0
TR002862,ALB430461,20140318,2862,4,52,4579,8.0
TR002863,ALB357044,20120928,2863,4,52,5918,13.0
TR002864,ALB357044,20120928,2864,4,52,5179,10.0
TR002865,ALB430461,20140318,2865,4,52,4886,9.0
TR002866,ALB357044,20120928,2866,3,52,5175,11.0
TR002867,ALB357044,20120928,2867,4,52,5049,9.0
TR002868,ALB357044,20120101,2868,3,52,5535,6.0
TR002869,ALB357044,20120928,2869,4,52,4579,6.0
TR002870,ALB357044,20120928,2870,4,52,4720,10.0
TR002871,ALB357044,20120928,2871,4,52,5806,6.0
TR002872,ALB357044,20120828,2872,4,52,5909,5.0
TR002873,ALB357044,20120928,2873,3,52,5802,6.0
TR002874,ALB430461,20140101,2874,4,52,4854,4.0
TR002875,ALB135524,20101118,2875,4,52,5578,20.0
TR002876,ALB413487,20101118,2876,4,52,4967,1.0
TR002877,ALB511573,20101118,2877,4,52,5011,4.0
TR002878,ALB871328,20071012,2878,4,52,4422,19.0
TR002879,ALB489164,20101118,2879,4,52,5197,75.0
TR002880,ALB899427,20101118,2880,4,52,4387,57.0
TR002881,ALB689692,20101118,2881,4,52,4677,1.0
TR002882,ALB871328,20101118,2882,4,52,5728,19.0
TR002883,ALB871328,20101118,2883,4,52,4427,19.0
TR002884,ALB617075,20101118,2884,4,52,4155,14.0
TR002885,ALB871328,20101118,2885,3,52,4150,19.0
TR002886,ALB871328,20101118,2886,4,52,5898,19.0
TR002887,ALB357044,20071012,2887,4,52,5027,10.0
TR002888,ALB357044,20071012,2888,4,52,4834,6.0
TR002889,ALB622883,20101118,2889,4,52,5639,25.0
TR002890,ALB766487,20071012,2890,4,52,5688,35.0
TR002891,ALB226622,20071012,2891,4,52,4678,17.0
TR002892,ALB871328,20071012,2892,4,52,5403,19.0
TR002893,ALB871328,20110210,2893,4,52,5558,19.0
TR002894,ALB511573,20160227,2894,4,52,5325,4.0
TR002895,ALB270720,20101118,2895,4,52,4316,62.0
TR002896,ALB357044,20071012,2896,4,52,5769,19.0
TR002897,ALB977628,20071012,2897,4,52,5094,37.0
TR002898,ALB357044,20071012,2898,4,52,4578,10.0
TR002899,ALB967733,20111124,2899,4,52,4865,52.0
TR002900,ALB357044,20071012,2900,4,52,4088,10.0
TR002901,ALB511573,20071012,2901,4,52,4266,4.0
TR002902,ALB511573,0,2902,4,52,5548,4.0
TR002903,ALB572486,20240308,2903,5,85,31364,69.0
TR002904,ALB931878,20230120,2904,2,85,23505,64.0
TR002905,ALB598624,20250212,2905,2,85,19250,72.0
TR002906,ALB815963,20250314,2906,1,85,15134,67.0
TR002907,ALB815963,20250314,2907,3,85,18151,63.0
TR002908,ALB931878,20220513,2908,2,85,10767,54.0
TR002909,ALB931878,20210702,2909,1,85,10586,49.0
TR002910,ALB572486,20240207,2910,2,85,9957,64.0
TR002911,ALB931878,20230120,2911,1,85,9176,50.0
TR002912,ALB572486,20240308,2912,3,85,8194,47.0
TR002913,ALB572486,20240308,2913,3,85,10780,48.0
TR002914,ALB572486,20240308,2914,3,85,11650,45.0
TR002915,ALB572486,20231006,2915,6,85,7777,51.0
TR002916,ALB931878,20230111,2916,1,85,9163,54.0
TR002917,ALB572486,20240308,2917,1,85,8169,54.0
TR002918,ALB815963,20250314,2918,1,85,7667,63.0
TR002919,ALB572486,20240308,2919,3,85,6326,44.0
TR002920,ALB815963,20250314,2920,3,85,5914,49.0
TR002921,ALB258459,20180904,2921,3,85,5877,17.0
TR002922,ALB931878,20230120,2922,3,85,5928,64.0
TR002923,ALB572486,20240308,2923,3,85,5914,41.0
TR002924,ALB931878,20230120,2924,3,85,4498,39.0
TR002925,ALB931878,20230120,2925,1,85,4755,45.0
TR002926,ALB931878,20230120,2926,3,85,5821,34.0
TR002927,ALB815963,20250314,2927,3,85,5629,45.0
TR002928,ALB931878,20230120,2928,3,85,5985,35.0
TR002929,ALB931878,20230120,2929,3,85,5526,36.0
TR002930,ALB815963,20250314,2930,3,85,4799,44.0
TR002931,ALB371917,20161011,2931,4,85,5195,16.0
TR002932,ALB931878,20230120,2932,3,85,5339,36.0
TR002933,ALB572486,20240308,2933,3,85,4169,37.0
TR002934,ALB572486,20240308,2934,3,85,5101,35.0
TR002935,ALB815963,20250314,2935,3,85,5432,45.0
TR002936,ALB258498,20211112,2936,3,85,4347,28.0
TR002937,ALB931878,20230120,2937,3,85,5576,32.0
TR002938,ALB815963,20250314,2938,3,85,5180,49.0
TR002939,ALB815963,20250314,2939,4,85,5919,42.0
TR002940,ALB815963,20250314,2940,3,85,4096,52.0
TR002941,ALB931878,20221007,2941,3,85,4544,38.0
TR002942,ALB815963,20250314,2942,4,85,5217,42.0
TR002943,ALB572486,20240308,2943,3,85,4605,38.0
TR002944,ALB116430,20200724,2944,3,85,5442,25.0
TR002945,ALB993009,20200501,2945,3,85,5533,35.0
TR002946,ALB199982,20180720,2946,3,85,4217,75.0
TR002947,ALB815963,20250314,2947,3,85,5041,49.0
TR002948,ALB564628,20240829,2948,3,85,5030,41.0
TR002949,ALB993353,20170331,2949,3,85,4750,13.0
TR002950,ALB599272,20160719,2950,3,85,5881,16.0
TR002951,ALB156429,20181127,2951,6,85,5670,16.0
TR002952,ALB417556,20170728,2952,3,85,5408,20.0
TR002953,ALB896049,20200421,2953,3,85,5442,23.0
TR002954,ALB762789,20230220,2954,1,85,4938,13.0
TR002955,ALB933530,20250530,2955,1,85,5857,66.0
TR002956,ALB815963,20200425,2956,4,85,5402,63.0
TR002957,ALB265238,20190726,2957,4,85,5471,18.0
TR002958,ALB705791,20191127,2958,4,85,5738,15.0
TR002959,ALB224668,20201208,2959,4,85,4559,13.0
TR002960,ALB481792,20250214,2960,6,85,5630,15.0
TR002961,ALB550579,0,2961,1,85,4401,47.0
TR002962,ALB704558,20201016,2962,2,83,165434,59.0
TR002963,ALB833546,20200520,2963,5,83,128121,46.0
TR002964,ALB178887,20210226,2964,2,83,83781,50.0
TR002965,ALB827396,20210423,2965,2,83,64550,51.0
TR002966,ALB704558,20201016,2966,1,83,43304,59.0
TR002967,ALB826062,20210916,2967,1,83,43244,48.0
TR002968,ALB321368,20211225,2968,6,83,38561,11.0
TR002969,ALB817689,20220429,2969,2,83,43807,45.0
TR002970,ALB704558,20201016,2970,1,83,34353,50.0
TR002971,ALB815589,20220325,2971,1,83,32687,42.0
TR002972,ALB704558,20201016,2972,1,83,24832,52.0
TR002973,ALB861562,20220121,2973,4,83,31348,49.0
TR002974,ALB870480,20200110,2974,6,83,25348,44.0
TR002975,ALB571737,20211029,2975,4,83,20453,5.0
TR002976,ALB239195,20200429,2976,1,83,14207,48.0
TR002977,ALB704558,20201016,2977,1,83,19840,38.0
TR002978,ALB486401,20221104,2978,1,83,13396,42.0
TR002979,ALB561573,20230310,2979,2,83,17665,45.0
TR002980,ALB704558,20201016,2980,3,83,18630,41.0
TR002981,ALB486401,20221104,2981,1,83,13577,51.0
TR002982,ALB704558,20201016,2982,1,83,11725,38.0
TR002983,ALB486401,20221104,2983,1,83,14048,45.0
TR002984,ALB372494,20240830,2984,3,83,12441,38.0
TR002985,ALB486401,20221104,2985,1,83,11235,46.0
TR002986,ALB676986,20210419,2986,6,83,12361,67.0
TR002987,ALB664649,20241205,2987,1,83,8164,51.0
TR002988,ALB486401,20221104,2988,3,83,9693,44.0
TR002989,ALB932341,20210625,2989,1,83,10472,38.0
TR002990,ALB767270,20240129,2990,1,83,9820,97.0
TR002991,ALB223421,20230607,2991,1,83,7335,46.0
TR002992,ALB486401,20221104,2992,1,83,9366,47.0
TR002993,ALB611599,20230517,2993,1,83,8335,41.0
TR002994,ALB486401,20221104,2994,3,83,7543,46.0
TR002995,ALB486401,20221028,2995,3,83,6686,44.0
TR002996,ALB486401,20221104,2996,1,83,8908,42.0
TR002997,ALB551677,20240328,2997,1,83,6688,49.0
TR002998,ALB989795,20240119,2998,1,83,6564,48.0
TR002999,ALB746746,20230202,2999,1,83,6097,45.0
TR003000,ALB673782,20250107,3000,1,83,7047,50.0
TR003001,ALB486401,20221104,3001,1,83,6416,42.0
TR003002,ALB486401,20221104,3002,3,83,6653,43.0
TR003003,ALB486401,20221104,3003,3,83,5137,41.0
TR003004,ALB551677,20240405,3004,2,83,5739,50.0
TR003005,ALB486401,20221104,3005,3,83,5481,40.0
TR003006,ALB935637,20240208,3006,1,83,5802,43.0
TR003007,ALB486401,20221104,3007,3,83,5833,38.0
TR003008,ALB551677,20240405,3008,3,83,4035,46.0
TR003009,ALB486401,20221104,3009,1,83,5363,45.0
TR003010,ALB551677,20240405,3010,3,83,4116,45.0
TR003011,ALB551677,20240405,3011,3,83,5113,51.0
TR003012,ALB803714,20230630,3012,1,83,4589,60.0
TR003013,ALB839093,20231110,3013,1,83,4625,38.0
TR003014,ALB486401,20221104,3014,3,83,4720,37.0
TR003015,ALB551677,20240405,3015,3,83,5258,43.0
TR003016,ALB551677,20240405,3016,3,83,4683,46.0
TR003017,ALB551677,20240322,3017,1,83,5482,47.0
TR003018,ALB928283,20240322,3018,3,83,4823,59.0
TR003019,ALB727039,0,3019,1,83,4149,2.0
TR003020,ALB551677,20240405,3020,3,83,5585,46.0
TR003021,ALB671512,0,3021,4,83,4585,55.0
TR003022,ALB551677,20240405,3022,3,83,4879,44.0
TR003023,ALB803714,20210608,3023,3,83,5385,60.0
TR003024,ALB483583,20240615,3024,1,83,4679,27.0
TR003025,ALB551677,20240405,3025,3,83,4126,40.0
TR003026,ALB551677,20240405,3026,3,83,4763,42.0
TR003027,ALB477736,0,3027,3,83,5904,54.0
TR003028,ALB468241,20250214,3028,3,83,5297,45.0
TR003029,ALB375391,20240402,3029,3,83,5360,11.0
TR003030,ALB671512,0,3030,5,83,5279,55.0
TR003031,ALB969148,0,3031,4,83,4411,31.0
TR003032,ALB878122,0,3032,6,83,4852,73.0
TR003033,ALB727227,20240618,3033,3,83,5519,39.0
TR003034,ALB727227,20240615,3034,4,83,4215,43.0
TR003035,ALB537561,20210210,3035,4,83,4568,51.0
TR003036,ALB803714,0,3036,5,83,4567,60.0
TR003037,ALB428880,0,3037,2,83,4875,0.0
TR003038,ALB343641,0,3038,4,83,5976,94.0
TR003039,ALB145344,20220423,3039,3,83,4146,28.0
TR003040,ALB723489,0,3040,2,83,5051,69.0
TR003041,ALB671512,0,3041,1,83,4372,55.0
TR003042,ALB903831,20210524,3042,4,83,5955,1.0
TR003043,ALB922414,0,3043,2,83,4240,69.0
TR003044,ALB803714,20250000,3044,1,83,4820,60.0
TR003045,ALB803714,0,3045,2,83,5493,60.0
TR003046,ALB611739,0,3046,1,83,5425,86.0
TR003047,ALB471107,20180119,3047,4,89,615694,63.0
TR003048,ALB471107,20170609,3048,5,89,460876,67.0
TR003049,ALB471107,20180119,3049,2,89,439824,63.0
TR003050,ALB471107,20180119,3050,2,89,382802,64.0
TR003051,ALB471107,20180119,3051,2,89,316091,67.0
TR003052,ALB471107,20180119,3052,2,89,297709,65.0
TR003053,ALB400423,20160511,3053,5,89,238320,65.0
TR003054,ALB400423,20160909,3054,2,89,209249,69.0
TR003055,ALB400423,20160909,3055,2,89,209630,71.0
TR003056,ALB471107,20180119,3056,2,89,219634,58.0
TR003057,ALB471107,20180119,3057,1,89,190863,50.0
TR003058,ALB342666,20201120,3058,2,89,139798,59.0
TR003059,ALB400423,20160901,3059,5,89,137145,60.0
TR003060,ALB342666,20201028,3060,2,89,193540,63.0
TR003061,ALB254691,20250411,3061,1,89,141809,82.0
TR003062,ALB281463,20231117,3062,1,89,128662,69.0
TR003063,ALB732253,20151020,3063,2,89,149606,62.0
TR003064,ALB342666,20201120,3064,4,89,145936,47.0
TR003065,ALB732253,20151123,3065,2,89,135241,54.0
TR003066,ALB281463,20231117,3066,2,89,111527,69.0
TR003067,ALB471107,20180119,3067,1,89,97142,56.0
TR003068,ALB400423,20160909,3068,2,89,142922,64.0
TR003069,ALB732253,20150317,3069,2,89,108215,55.0
TR003070,ALB732253,20150203,3070,2,89,127203,57.0
TR003071,ALB281463,20231117,3071,1,89,124485,64.0
TR003072,ALB471107,20180119,3072,1,89,119312,54.0
TR003073,ALB732253,20150609,3073,2,89,105117,52.0
TR003074,ALB342666,20201120,3074,1,89,99494,50.0
TR003075,ALB342666,20201120,3075,1,89,113562,45.0
TR003076,ALB400423,20160909,3076,1,89,124740,47.0
TR003077,ALB426199,20170310,3077,2,89,125891,53.0
TR003078,ALB342666,20201120,3078,2,89,86888,57.0
TR003079,ALB471107,20180119,3079,1,89,88264,57.0
TR003080,ALB400423,20160909,3080,1,89,107174,52.0
TR003081,ALB342666,20201120,3081,2,89,98952,63.0
TR003082,ALB281463,20231117,3082,2,89,102287,62.0
TR003083,ALB201846,20160120,3083,2,89,77910,50.0
TR003084,ALB281463,20231117,3084,1,89,86666,59.0
TR003085,ALB732253,20150611,3085,1,89,88660,50.0
TR003086,ALB281463,20231117,3086,2,89,87433,72.0
TR003087,ALB254691,20250411,3087,1,89,72661,76.0
TR003088,ALB254691,20250411,3088,1,89,59833,76.0
TR003089,ALB342666,20201120,3089,2,89,74717,55.0
TR003090,ALB269248,20181130,3090,5,89,64957,59.0
TR003091,ALB342666,20201120,3091,2,89,67389,62.0
TR003092,ALB342666,20201120,3092,1,89,80775,50.0
TR003093,ALB342666,20201120,3093,1,89,65393,43.0
TR003094,ALB342666,20210212,3094,2,89,74543,59.0
TR003095,ALB400423,20160909,3095,2,89,55756,58.0
TR003096,ALB732253,20150611,3096,1,89,67658,48.0
TR003097,ALB281463,20231117,3097,1,89,71620,61.0
TR003098,ALB281463,20231117,3098,1,89,50184,57.0
TR003099,ALB342666,20201120,3099,1,89,46289,44.0
TR003100,ALB400423,20160909,3100,1,89,53673,52.0
TR003101,ALB254691,20250411,3101,1,89,45365,73.0
TR003102,ALB281463,20231117,3102,1,89,59477,59.0
TR003103,ALB281463,20231117,3103,1,89,62084,67.0
TR003104,ALB254691,20250411,3104,1,89,51251,72.0
TR003105,ALB254691,20250411,3105,1,89,47362,71.0
TR003106,ALB254691,20250411,3106,1,89,49411,70.0
TR003107,ALB414096,20150303,3107,1,89,53141,50.0
TR003108,ALB802636,20190312,3108,1,89,38325,58.0
TR003109,ALB732253,20150611,3109,1,89,46924,45.0
TR003110,ALB732253,20141120,3110,1,89,47277,54.0
TR003111,ALB342666,20201120,3111,1,89,46289,46.0
TR003112,ALB254691,20250411,3112,1,89,38283,73.0
TR003113,ALB254691,20250411,3113,1,89,44950,71.0
TR003114,ALB732253,20150611,3114,1,89,34376,50.0
TR003115,ALB732253,20150611,3115,1,89,36000,49.0
TR003116,ALB269248,20181207,3116,2,89,45467,44.0
TR003117,ALB269248,20181207,3117,1,89,42933,52.0
TR003118,ALB281463,20231117,3118,1,89,30851,55.0
TR003119,ALB732253,20151123,3119,1,89,34418,47.0
TR003120,ALB254691,20160909,3120,1,89,33834,76.0
TR003121,ALB732253,20150611,3121,1,89,32737,47.0
TR003122,ALB254691,20250411,3122,1,89,31933,71.0
TR003123,ALB269248,20180119,3123,2,89,28094,32.0
TR003124,ALB342666,20211015,3124,2,89,33359,59.0
TR003125,ALB254691,20190614,3125,1,89,35731,70.0
TR003126,ALB173234,20180119,3126,1,89,32553,36.0
TR003127,ALB281463,20231117,3127,1,89,33263,52.0
TR003128,ALB281463,20111204,3128,3,89,25457,59.0
TR003129,ALB732253,20150611,3129,1,89,34180,44.0
TR003130,ALB254691,20160100,3130,3,89,32784,76.0
TR003131,ALB254691,20150000,3131,1,89,30521,70.0
TR003132,ALB732253,20141223,3132,1,89,29976,44.0
TR003133,ALB513874,20230407,3133,1,89,30752,63.0
TR003134,ALB269248,20181207,3134,1,89,26300,46.0
TR003135,ALB254691,20250411,3135,1,89,22290,68.0
TR003136,ALB157944,20130915,3136,3,89,24705,54.0
TR003137,ALB254691,20160000,3137,1,89,25021,70.0
TR003138,ALB254691,20250411,3138,1,89,24970,67.0
TR003139,ALB732253,20181207,3139,4,89,22265,62.0
TR003140,ALB342666,20201218,3140,1,89,15285,63.0
TR003141,ALB173234,20180119,3141,1,89,15442,39.0
TR003142,ALB342666,20211015,3142,1,89,17783,55.0
TR003143,ALB254691,20130915,3143,3,89,15473,70.0
TR003144,ALB173234,20180119,3144,5,89,15041,36.0
TR003145,ALB254691,20140000,3145,1,89,11181,70.0
TR003146,ALB269248,20181207,3146,1,89,10678,38.0
TR003147,ALB902275,20181207,3147,1,89,12571,7.0
TR003148,ALB281463,20130915,3148,3,89,9243,59.0
TR003149,ALB254691,20160000,3149,3,89,8297,70.0
TR003150,ALB254691,20130915,3150,3,89,7115,70.0
TR003151,ALB269248,20181207,3151,2,89,6412,32.0
TR003152,ALB254691,20110817,3152,2,89,4509,70.0
TR003153,ALB400423,20140000,3153,3,89,5427,58.0
TR003154,ALB254691,20140000,3154,3,89,4870,76.0
TR003155,ALB902275,20130915,3155,3,89,4897,7.0
TR003156,ALB281463,20130915,3156,4,89,5316,59.0
TR003157,ALB173459,20130915,3157,3,89,5890,54.0
TR003158,ALB254691,20180000,3158,4,89,4138,70.0
TR003159,ALB281463,20130915,3159,1,89,5667,59.0
TR003160,ALB254691,20180000,3160,3,89,4598,70.0
TR003161,ALB254691,20130915,3161,4,89,4903,76.0
TR003162,ALB254691,20070000,3162,4,89,4057,70.0
TR003163,ALB448355,20130915,3163,4,89,4614,60.0
TR003164,ALB902275,20130915,3164,4,89,5020,7.0
TR003165,ALB776150,0,3165,2,89,4123,1.0
TR003166,ALB579373,20130915,3166,4,89,4997,2.0
TR003167,ALB874653,20130915,3167,4,89,5868,15.0
TR003168,ALB254691,20130915,3168,4,89,4225,70.0
TR003169,ALB803420,20130915,3169,3,89,5544,8.0
TR003170,ALB630575,20090101,3170,5,89,4834,46.0
TR003171,ALB874653,20130915,3171,4,89,5327,15.0
TR003172,ALB254691,20130000,3172,3,89,4534,70.0
TR003173,ALB902275,20120101,3173,3,89,4331,7.0
TR003174,ALB254691,20080000,3174,4,89,4335,70.0
TR003175,ALB803420,20130915,3175,4,89,4154,4.0
TR003176,ALB902275,20130915,3176,4,89,4382,7.0
TR003177,ALB254691,20130915,3177,2,89,5346,76.0
TR003178,ALB254691,20110101,3178,4,89,5781,70.0
TR003179,ALB598026,20090000,3179,4,89,5644,55.0
TR003180,ALB471107,0,3180,1,89,5385,67.0
TR003181,ALB400423,0,3181,2,89,4232,58.0
TR003182,ALB254691,0,3182,3,89,4593,76.0
TR003183,ALB911464,20170830,3183,1,41,35450,39.0
TR003184,ALB346809,20140520,3184,1,41,12830,40.0
TR003185,ALB911464,20170922,3185,4,41,13155,28.0
TR003186,ALB911464,20170922,3186,4,41,11839,24.0
TR003187,ALB911464,20170922,3187,4,41,10875,39.0
TR003188,ALB432291,20190206,3188,1,41,9948,39.0
TR003189,ALB212244,20120125,3189,6,41,11789,21.0
TR003190,ALB911464,20170922,3190,3,41,11537,25.0
TR003191,ALB346809,20140527,3191,3,41,9531,25.0
TR003192,ALB911464,20170922,3192,4,41,11502,21.0
TR003193,ALB911464,20170922,3193,4,41,10911,20.0
TR003194,ALB911464,20170922,3194,3,41,8053,26.0
TR003195,ALB891200,20131211,3195,3,41,7999,61.0
TR003196,ALB378202,20071115,3196,4,41,8415,26.0
TR003197,ALB940952,20180215,3197,3,41,9649,56.0
TR003198,ALB346809,20140127,3198,3,41,9216,23.0
TR003199,ALB212244,20120125,3199,3,41,6305,21.0
TR003200,ALB346809,20140527,3200,1,41,6875,26.0
TR003201,ALB911464,20170922,3201,4,41,6296,19.0
TR003202,ALB212244,20120125,3202,3,41,5978,23.0
TR003203,ALB911464,20170922,3203,1,41,5173,21.0
TR003204,ALB911464,20170922,3204,4,41,6616,19.0
TR003205,ALB558327,20120411,3205,3,41,6071,58.0
TR003206,ALB911464,20170922,3206,4,41,6392,16.0
TR003207,ALB571610,20200114,3207,3,41,6144,16.0
TR003208,ALB911464,20170922,3208,3,41,5836,14.0
TR003209,ALB212244,20100000,3209,6,41,4894,16.0
TR003210,ALB571610,20200218,3210,3,41,5236,26.0
TR003211,ALB443736,20100201,3211,3,41,4333,0.0
TR003212,ALB911464,20170922,3212,3,41,5362,17.0
TR003213,ALB212244,20120125,3213,3,41,4372,19.0
TR003214,ALB571610,20200327,3214,3,41,5402,16.0
TR003215,ALB346809,20140000,3215,4,41,4471,18.0
TR003216,ALB212244,20120125,3216,4,41,4247,14.0
TR003217,ALB212244,20120125,3217,3,41,4343,24.0
TR003218,ALB571610,20200424,3218,4,41,4014,25.0
TR003219,ALB378202,20071115,3219,3,41,5453,13.0
TR003220,ALB498103,20131213,3220,3,41,5482,48.0
TR003221,ALB777501,20180615,3221,3,41,5043,18.0
TR003222,ALB346809,20140527,3222,1,41,4336,27.0
TR003223,ALB437670,20071115,3223,1,41,4181,26.0
TR003224,ALB828695,20190222,3224,4,41,4049,27.0
TR003225,ALB846163,20120305,3225,3,41,4345,63.0
TR003226,ALB378202,20071115,3226,3,41,5799,16.0
TR003227,ALB577485,20210303,3227,1,41,4496,33.0
TR003228,ALB346809,20140000,3228,4,41,4722,24.0
TR003229,ALB571610,20200424,3229,3,41,4222,20.0
TR003230,ALB319373,20121216,3230,3,41,4458,17.0
TR003231,ALB208683,20100423,3231,3,41,5053,58.0
TR003232,ALB577485,20210319,3232,4,41,5231,19.0
TR003233,ALB378202,20071115,3233,4,41,4505,14.0
TR003234,ALB577485,20210318,3234,4,41,4126,14.0
TR003235,ALB346809,20140000,3235,4,41,4797,16.0
TR003236,ALB571610,20200424,3236,4,41,4480,11.0
TR003237,ALB346809,20140127,3237,4,41,4452,16.0
TR003238,ALB212244,20120125,3238,4,41,5937,14.0
TR003239,ALB577485,20210319,3239,4,41,5247,15.0
TR003240,ALB571610,20200424,3240,4,41,5128,11.0
TR003241,ALB571610,20200424,3241,4,41,4846,12.0
TR003242,ALB346809,20140127,3242,3,41,4872,20.0
TR003243,ALB571610,20200424,3243,4,41,5096,8.0
TR003244,ALB378202,20071115,3244,4,41,5410,12.0
TR003245,ALB571610,20200424,3245,4,41,5419,11.0
TR003246,ALB346809,20140127,3246,4,41,4355,17.0
TR003247,ALB577485,20210319,3247,4,41,5014,15.0
TR003248,ALB212244,20120125,3248,4,41,4839,10.0
TR003249,ALB387186,20241213,3249,4,41,5757,20.0
TR003250,ALB212244,20120125,3250,6,41,5279,10.0
TR003251,ALB346809,20140127,3251,4,41,5079,18.0
TR003252,ALB577485,20210319,3252,4,41,4242,17.0
TR003253,ALB212244,20120125,3253,4,41,5228,11.0
TR003254,ALB577485,20210319,3254,4,41,4246,19.0
TR003255,ALB571610,20200424,3255,4,41,4686,8.0
TR003256,ALB378202,20071115,3256,4,41,4298,8.0
TR003257,ALB831170,20131211,3257,3,41,5401,75.0
TR003258,ALB428392,20241025,3258,4,41,4424,21.0
TR003259,ALB346809,20140000,3259,4,41,4799,14.0
TR003260,ALB770628,20100000,3260,3,41,5811,53.0
TR003261,ALB914097,20131211,3261,3,41,4422,47.0
TR003262,ALB595341,20131211,3262,3,41,5031,11.0
TR003263,ALB212244,20120125,3263,4,41,4854,10.0
TR003264,ALB378202,20071115,3264,4,41,4048,9.0
TR003265,ALB577485,20210319,3265,4,41,5602,16.0
TR003266,ALB101266,20170718,3266,3,41,4150,31.0
TR003267,ALB212244,20120125,3267,4,41,4964,9.0
TR003268,ALB577485,20210319,3268,4,41,5135,14.0
TR003269,ALB535938,20060101,3269,4,41,5274,74.0
TR003270,ALB577485,20210319,3270,4,41,5391,14.0
TR003271,ALB481274,20080101,3271,4,41,4520,13.0
TR003272,ALB974565,20060000,3272,4,41,4032,57.0
TR003273,ALB309096,20131211,3273,4,41,5465,79.0
