sound_id,bpm,rolloff,flux,rms,flatness,spectral_complexity,pitch,loudness,mood
2767,90.08,2650.8922,1.3441,0.2424,0.8407,36.8603,1748.9445,26.6419,Lo-Fi Hip Hop/Chill Rap
2768,86.39,1286.1113,1.2387,0.2063,0.9631,26.7028,2482.1425,20.6434,Cloud Rap/Experimental
2769,135.68,1717.7301,1.0587,0.107,0.859,18.8238,1535.6557,9.0111,Lo-Fi Hip Hop/Chill Rap
2770,126.02,852.6907,1.2833,0.3041,0.8065,24.328,2760.3895,35.2504,Introspective Rap
2771,132.07,519.6447,1.2973,0.2478,0.8824,13.1871,2742.939,27.5867,Lo-Fi Hip Hop/Chill Rap
2772,150.15,545.5769,1.2067,0.3133,0.8979,17.2853,3233.0536,36.3018,Introspective Rap
2773,123.64,1446.6349,1.3338,0.1668,0.8499,13.2878,2102.7698,17.0883,Introspective Rap
2774,143.04,1694.1456,1.2895,0.2254,0.8398,23.4433,1988.5113,24.3437,Lo-Fi Hip Hop/Chill Rap
2775,91.93,2888.1517,1.274,0.1483,0.6403,18.2757,2092.3726,14.2567,Club/Party Rap
2776,80.98,1676.167,1.1855,0.2413,0.8744,28.418,2142.7581,27.0884,Club/Party Rap
2777,156.08,223.4683,1.2455,0.249,0.9325,12.2057,3486.7887,26.3636,Introspective Rap
2778,90.16,761.8162,1.0284,0.2407,0.9423,21.2855,2224.3833,25.348,Club/Party Rap
2779,150.23,2138.042,1.6887,0.238,0.8059,16.5835,3060.3348,27.3099,Lo-Fi Hip Hop/Chill Rap
2780,93.93,2490.8659,1.4696,0.2036,0.7962,25.2924,2482.2503,21.0375,Lo-Fi Hip Hop/Chill Rap
2781,136.72,3240.5833,1.2041,0.2213,0.722,26.1736,1935.1426,24.448,Lo-Fi Hip Hop/Chill Rap
2782,161.73,1320.5951,1.3249,0.2876,0.9011,19.6394,2604.3151,33.4938,Lo-Fi Hip Hop/Chill Rap
2783,129.74,740.4113,1.2725,0.2814,0.8986,17.507,2614.6658,32.2634,Trap/Drill
2784,79.5,2644.0831,1.3416,0.1936,0.7491,18.6012,2103.4127,20.4966,Club/Party Rap
2785,143.88,1617.2006,1.2702,0.3566,0.706,34.3284,2380.6956,43.5378,Lo-Fi Hip Hop/Chill Rap
2786,87.96,2519.3302,1.3079,0.2198,0.8272,26.6103,2102.7716,23.8532,Trap/Drill
2787,82.56,1320.0848,1.1599,0.2595,0.945,22.4166,1998.6908,28.9137,Lo-Fi Hip Hop/Chill Rap
2788,155.25,2535.475,1.2277,0.2198,0.7778,26.6891,1827.1145,23.2471,Lo-Fi Hip Hop/Chill Rap
2789,80.12,1528.4151,1.2752,0.2441,0.8324,29.1463,2105.5331,26.5049,Introspective Rap
2790,83.92,2236.8905,1.2685,0.3012,0.8479,41.6433,2187.5925,34.905,Club/Party Rap
2791,129.95,1068.3244,1.2266,0.2694,0.934,20.5578,2478.1066,30.6144,Club/Party Rap
2792,68.93,1595.3684,1.3029,0.2137,0.8993,23.3912,1605.3609,22.412,Introspective Rap
2793,95.45,2708.4485,1.3873,0.3211,0.6848,38.5826,1531.8567,37.5702,Introspective Rap
2794,87.92,1624.4609,1.1219,0.1933,0.887,21.7427,1772.9643,19.642,Lo-Fi Hip Hop/Chill Rap
2795,90.16,761.8162,1.0284,0.2407,0.9423,21.2855,2224.3833,25.348,Cloud Rap/Experimental
2796,92.86,726.8301,1.3479,0.2711,0.9389,12.7211,2444.5494,31.0067,Introspective Rap
2797,82.98,651.598,1.3303,0.2673,0.9426,23.4342,2677.8922,29.3824,Introspective Rap
2798,164.03,795.3786,1.3225,0.2581,0.931,23.4275,2165.8849,28.0223,Introspective Rap
2799,154.63,946.802,1.2874,0.2157,0.8903,18.5491,2187.0754,23.0389,Club/Party Rap
2800,99.86,843.2143,1.1549,0.1698,0.9108,14.0566,2598.382,17.5143,Introspective Rap
2801,126.9,1730.6027,1.3641,0.2245,0.8877,22.9338,2003.6901,23.9836,Cloud Rap/Experimental
2802,142.93,1016.5759,1.1661,0.1483,0.8815,11.9503,2116.4364,14.5481,Club/Party Rap
2803,129.76,1349.7255,1.3775,0.1811,0.8876,16.2821,2613.2099,18.9029,Lo-Fi Hip Hop/Chill Rap
2804,91.94,1087.8018,1.3129,0.2349,0.8926,20.5454,2666.5805,26.3327,Cloud Rap/Experimental
2805,94.98,705.3732,1.4259,0.2169,0.9166,15.912,2922.2303,23.6642,Introspective Rap
2806,89.74,1298.0431,1.3074,0.2444,0.8303,26.3737,2680.3653,27.2691,Introspective Rap
2807,129.8,828.1451,1.2624,0.1833,0.9175,16.0173,2304.8353,18.7868,Cloud Rap/Experimental
2808,125.94,1083.8787,1.1908,0.1162,0.82,9.6582,2805.8054,10.5321,Introspective Rap
2809,81.29,982.8697,1.2027,0.2591,0.8449,20.8803,2236.8524,29.7414,Introspective Rap
2810,172.27,1062.3273,0.9927,0.2559,0.9188,21.0468,1864.6567,28.2208,Introspective Rap
2811,84.79,1639.5269,1.1108,0.1182,0.7805,14.5716,2091.1788,11.0759,Introspective Rap
2812,80.05,1325.8743,1.3214,0.1935,0.8941,22.8398,2548.7755,20.6934,Cloud Rap/Experimental
2813,137.16,1349.2305,1.3277,0.1891,0.8491,22.5929,2342.8383,19.822,Club/Party Rap
2814,150.83,1379.783,1.1611,0.0971,0.829,12.4474,2336.3418,8.3044,Introspective Rap
2815,140.7,910.5532,1.2409,0.207,0.8961,19.4872,2896.6881,22.2571,Introspective Rap
2816,119.92,1402.1263,1.4837,0.1959,0.8088,22.1485,2626.2566,20.8832,Lo-Fi Hip Hop/Chill Rap
2817,118.35,882.1116,1.1208,0.1864,0.9199,17.8974,2369.6569,19.0588,Introspective Rap
2818,75.04,754.0974,1.2946,0.2073,0.8958,15.7897,2624.4239,22.0707,Introspective Rap
2819,133.9,901.8635,1.2672,0.1448,0.8459,14.0253,2506.5586,13.3448,Introspective Rap
2820,150.44,1265.3847,1.6793,0.2899,0.8383,19.7724,3001.2302,34.9126,Introspective Rap
2821,90.1,1068.8956,1.273,0.2043,0.8863,19.9816,2285.3706,22.3811,Lo-Fi Hip Hop/Chill Rap
2822,138.51,1214.4332,1.4138,0.2036,0.8616,22.627,2422.5287,21.2254,Introspective Rap
2823,87.84,1587.4722,1.163,0.1682,0.9065,29.1944,1912.3982,16.7891,Introspective Rap
2824,172.27,1174.7399,1.4491,0.2104,0.9255,21.934,2729.6515,22.4217,Introspective Rap
2825,135.46,1669.2498,1.3735,0.2175,0.8794,26.5588,2503.7488,24.0288,Introspective Rap
2826,132.57,964.5046,1.226,0.1689,0.9447,20.983,2279.5197,16.3984,Lo-Fi Hip Hop/Chill Rap
2827,106.07,1170.0527,1.152,0.1787,0.8489,20.1887,2243.4062,18.6774,Introspective Rap
2828,129.72,1795.0177,1.1283,0.1766,0.8791,28.7927,1720.1503,17.9355,Lo-Fi Hip Hop/Chill Rap
2829,85.95,898.8218,1.0881,0.2084,0.8754,28.153,2698.751,22.6741,Introspective Rap
2830,122.96,1256.7147,1.4009,0.2159,0.8681,19.5185,2595.8826,23.4588,Introspective Rap
2831,128.08,1292.042,1.4294,0.2071,0.8718,20.7714,2705.6429,22.5401,Lo-Fi Hip Hop/Chill Rap
2832,119.96,912.1474,1.334,0.2246,0.8914,19.4395,2749.9553,25.5322,Introspective Rap
2833,144.51,1360.0464,1.2797,0.2298,0.8916,19.2703,1994.3285,25.4539,Lo-Fi Hip Hop/Chill Rap
2834,90.18,901.3175,1.2749,0.2437,0.9198,23.7517,2284.5824,26.1051,Club/Party Rap
2835,99.01,1304.9773,1.2204,0.1968,0.9294,26.1954,2262.5479,20.4039,Lo-Fi Hip Hop/Chill Rap
2836,93.02,1380.2518,1.4821,0.1861,0.826,15.0453,2647.3278,19.9712,Cloud Rap/Experimental
2837,88.03,900.1154,1.4425,0.2179,0.9334,19.4108,2855.055,23.8816,Club/Party Rap
2838,89.88,1201.6609,1.1471,0.2108,0.9243,25.8793,2279.6518,22.2584,Lo-Fi Hip Hop/Chill Rap
2839,106.23,1413.757,1.1355,0.1664,0.8935,22.1421,2424.2148,16.9867,Lo-Fi Hip Hop/Chill Rap
2840,105.18,1017.2341,1.2129,0.2211,0.9562,18.6079,1788.5948,23.1094,Introspective Rap
2841,132.53,2127.5698,1.2875,0.2617,0.8605,29.2898,2425.1782,29.0631,Lo-Fi Hip Hop/Chill Rap
2842,87.75,1911.6953,1.2599,0.2343,0.8782,28.9479,2223.8741,25.8328,Cloud Rap/Experimental
2843,99.83,1286.1564,1.2188,0.1504,0.8959,19.0134,2104.4231,14.6715,Introspective Rap
2844,119.99,990.273,1.4453,0.2772,0.9475,22.3239,2580.5256,31.3906,Cloud Rap/Experimental
2845,89.24,2011.447,1.2545,0.1956,0.8608,24.6886,1841.7828,20.1198,Lo-Fi Hip Hop/Chill Rap
2846,80.06,1567.5717,1.1666,0.1806,0.9302,26.0027,2000.759,17.648,Introspective Rap
2847,132.03,1261.4565,1.4888,0.2326,0.925,26.0835,2683.3317,25.2289,Lo-Fi Hip Hop/Chill Rap
2848,89.0,1722.4956,1.1656,0.1829,0.8718,22.8765,1960.7439,18.5114,Cloud Rap/Experimental
2849,123.12,1228.6173,1.2942,0.1081,0.8758,18.6145,1520.7656,8.7902,Introspective Rap
2850,77.89,1525.8568,1.2512,0.2022,0.8716,23.6007,2393.325,21.5931,Lo-Fi Hip Hop/Chill Rap
2851,136.29,972.0636,1.1807,0.0769,0.8605,10.5703,2245.7415,5.9419,Lo-Fi Hip Hop/Chill Rap
2852,85.93,2081.1306,1.386,0.2207,0.7956,27.9842,2223.1006,23.8622,Lo-Fi Hip Hop/Chill Rap
2853,89.09,2019.8501,1.3257,0.2258,0.8762,23.9247,2306.2287,24.0906,Introspective Rap
2854,129.77,1410.0763,1.1297,0.2225,0.9104,28.1104,1991.9681,23.6301,Lo-Fi Hip Hop/Chill Rap
2855,155.36,1547.5152,1.174,0.128,0.9128,17.4404,1820.8798,11.1743,Trap/Drill
2856,135.99,2295.2079,1.3307,0.2184,0.8418,25.4862,2509.6887,23.8411,Lo-Fi Hip Hop/Chill Rap
2857,129.54,2114.1731,1.3177,0.1799,0.9107,29.7271,2534.9513,17.5218,Lo-Fi Hip Hop/Chill Rap
2858,129.76,1766.8208,1.1989,0.2054,0.7773,24.8446,1846.5781,21.6768,Club/Party Rap
2859,88.96,2302.6038,1.287,0.1915,0.7778,26.2137,2300.7575,20.1875,Lo-Fi Hip Hop/Chill Rap
2860,139.82,1137.8896,1.188,0.2201,0.8723,21.4472,2464.6326,23.6283,Lo-Fi Hip Hop/Chill Rap
2861,83.0,1568.6233,1.351,0.2108,0.9154,26.2196,2245.828,21.7108,Lo-Fi Hip Hop/Chill Rap
2862,88.36,2698.0231,1.344,0.2411,0.7613,31.7177,2285.1849,26.3426,Introspective Rap
2863,90.58,1734.7156,1.1065,0.183,0.8777,25.0276,1619.3962,18.1786,Introspective Rap
2864,84.96,1664.8591,1.2499,0.2102,0.9159,29.394,2113.9094,21.6363,Lo-Fi Hip Hop/Chill Rap
2865,86.04,1264.4881,1.437,0.2869,0.9193,30.7489,2558.6467,32.3672,Trap/Drill
2866,152.01,1893.8652,1.2181,0.224,0.8917,23.2735,2039.0318,24.335,Cloud Rap/Experimental
2867,82.0,2111.5572,1.2133,0.2428,0.8877,30.3025,1997.4998,25.8415,Introspective Rap
2868,86.42,1962.3423,1.059,0.1787,0.8871,29.6878,1859.205,17.6724,Trap/Drill
2869,88.15,2281.6483,1.4357,0.1909,0.8829,21.4958,2194.5937,19.0138,Cloud Rap/Experimental
2870,89.97,1800.111,1.2778,0.1527,0.9018,21.0301,2261.9575,14.3537,Boom Bap/Classic Hip Hop
2871,87.06,2092.3947,1.2195,0.2077,0.876,33.8868,2106.4956,21.7381,Lo-Fi Hip Hop/Chill Rap
2872,88.69,1074.5873,1.0406,0.4163,0.9448,49.2332,1525.9731,52.3642,Club/Party Rap
2873,142.13,2269.9424,1.3233,0.1003,0.9002,20.3855,2234.9736,7.9659,Boom Bap/Classic Hip Hop
2874,135.99,2295.2079,1.3307,0.2184,0.8418,25.4862,2509.6887,23.8411,Trap/Drill
2875,74.98,1965.0755,1.2714,0.3519,0.8352,37.543,1922.8313,42.4014,Boom Bap/Classic Hip Hop
2876,80.03,2322.7462,1.3284,0.1336,0.8794,20.1986,2234.5119,11.6644,Boom Bap/Classic Hip Hop
2877,87.01,1890.2236,1.2069,0.2596,0.2454,26.4872,2276.7064,28.6499,Boom Bap/Classic Hip Hop
2878,82.89,1119.8786,1.1632,0.2241,0.9733,21.9899,1844.2032,22.9307,Lo-Fi Hip Hop/Chill Rap
2879,88.98,1528.8938,1.1227,0.2984,0.8863,25.5745,2426.8013,35.2835,Trap/Drill
2880,103.98,1990.8797,1.3628,0.2784,0.2252,36.0359,2106.9074,30.9167,Introspective Rap
2881,83.99,2317.8023,1.3,0.288,0.8606,39.8196,2118.333,32.1777,Lo-Fi Hip Hop/Chill Rap
2882,97.96,1689.1503,1.2357,0.2347,0.2351,27.1407,2114.4614,24.8915,Trap/Drill
2883,89.99,1258.7726,1.1004,0.1299,0.3266,20.5226,2038.625,11.2694,Boom Bap/Classic Hip Hop
2884,81.95,1646.8253,1.1718,0.3521,0.2425,34.7979,1543.5498,42.4357,Boom Bap/Classic Hip Hop
2885,147.99,1241.6316,1.1347,0.2681,0.944,27.2165,1831.8152,29.3118,Lo-Fi Hip Hop/Chill Rap
2886,83.94,1776.8713,1.2571,0.3539,0.8873,48.8512,2429.2118,42.139,Trap/Drill
2887,96.0,3335.6096,1.4919,0.2083,0.8387,23.8443,2726.9044,22.0006,Trap/Drill
2888,86.42,1962.3423,1.059,0.1787,0.8871,29.6878,1859.205,17.6724,Boom Bap/Classic Hip Hop
2889,127.82,2221.6147,1.1432,0.3215,0.8712,45.3757,2099.8557,37.6319,Lo-Fi Hip Hop/Chill Rap
2890,129.64,2392.9667,1.363,0.1619,0.2174,19.9349,2345.0281,15.8684,Club/Party Rap
2891,90.44,887.1269,1.3957,0.3241,0.2454,25.9432,2425.8381,38.4652,Lo-Fi Hip Hop/Chill Rap
2892,80.02,2412.4651,1.3289,0.2424,0.8586,29.5686,2182.3822,26.2842,Boom Bap/Classic Hip Hop
2893,87.03,2088.7542,1.0775,0.2291,0.945,39.4865,1919.2348,24.4462,Club/Party Rap
2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trap/Drill
2895,86.92,1605.5291,1.323,0.3739,0.8552,36.4525,1928.7159,46.6871,Club/Party Rap
2896,90.48,899.1894,1.1288,0.1708,0.4133,11.3144,1778.3738,17.7876,Introspective Rap
2897,83.89,3238.7083,1.3189,0.1804,0.8143,22.8193,2012.2241,18.0108,Lo-Fi Hip Hop/Chill Rap
2898,95.96,715.4194,1.2292,0.3432,0.953,26.9988,2250.6811,40.0572,Lo-Fi Hip Hop/Chill Rap
2899,89.96,2342.4582,1.1115,0.1596,0.9407,34.8748,2165.8324,15.0283,Trap/Drill
2900,92.86,2282.8642,1.2996,0.1373,0.2113,18.6926,2176.3342,12.6943,Club/Party Rap
2901,92.81,1313.1268,1.2536,0.2661,0.9592,24.2917,2362.5718,28.9682,Club/Party Rap
2902,83.91,2810.6818,1.119,0.1925,0.9248,43.3266,1896.7633,18.7886,Lo-Fi Hip Hop/Chill Rap
2903,141.82,1331.4201,1.312,0.2789,0.8839,25.9223,1902.8728,31.5475,Lo-Fi Hip Hop/Chill Rap
2904,98.06,1165.7177,1.3337,0.2309,0.9088,22.709,2199.3904,24.8778,Club/Party Rap
2905,122.58,1267.1586,1.1211,0.2767,0.9016,27.5196,1938.4835,31.4843,Club/Party Rap
2906,96.93,1321.4236,1.0954,0.2547,0.9006,28.5074,1577.6352,28.4091,Lo-Fi Hip Hop/Chill Rap
2907,150.07,1368.6638,1.1394,0.2692,0.8567,31.0972,1993.0589,30.8422,Club/Party Rap
2908,129.7,1617.6884,1.2688,0.2595,0.9083,23.2133,2483.6935,29.6264,Lo-Fi Hip Hop/Chill Rap
2909,103.42,920.9488,1.2866,0.2884,0.9386,27.2042,2408.7055,33.0715,Lo-Fi Hip Hop/Chill Rap
2910,125.9,1357.4377,1.0906,0.2338,0.8681,25.0463,1609.7562,25.1668,Club/Party Rap
2911,123.03,1712.1762,1.1475,0.2637,0.8702,30.0514,1571.9243,29.2276,Lo-Fi Hip Hop/Chill Rap
2912,88.07,1568.5783,1.2571,0.2713,0.9087,28.168,2090.3411,30.2185,Lo-Fi Hip Hop/Chill Rap
2913,128.36,1230.3486,1.1228,0.2722,0.8843,24.9596,2029.903,31.382,Introspective Rap
2914,162.27,1629.6118,1.1479,0.2121,0.8488,25.6181,1424.4273,22.0036,Club/Party Rap
2915,137.73,1384.5345,1.1633,0.274,0.9028,30.5512,2131.3234,30.7042,Lo-Fi Hip Hop/Chill Rap
2916,116.79,1377.1066,1.1411,0.2356,0.9106,28.8223,1932.7161,25.7085,Lo-Fi Hip Hop/Chill Rap
2917,128.46,2090.1451,1.1285,0.2571,0.8675,30.4725,1601.12,28.3819,Lo-Fi Hip Hop/Chill Rap
2918,102.16,1440.3774,1.4507,0.2804,0.8519,31.8199,2430.1356,31.8847,Lo-Fi Hip Hop/Chill Rap
2919,135.55,1204.2371,1.112,0.2616,0.9497,20.2436,2117.5757,28.4752,Lo-Fi Hip Hop/Chill Rap
2920,103.54,1674.267,1.1675,0.2245,0.915,24.2834,1861.3597,24.2175,Club/Party Rap
2921,149.97,1067.7241,1.1258,0.2134,0.8735,10.6521,3244.2711,24.0833,Club/Party Rap
2922,97.89,1418.9129,1.3027,0.2565,0.8973,23.7807,2362.4409,28.7238,Lo-Fi Hip Hop/Chill Rap
2923,163.0,1477.3398,1.0911,0.227,0.8554,24.3323,1669.8292,24.5114,Lo-Fi Hip Hop/Chill Rap
2924,154.74,1258.7535,1.0771,0.2465,0.9368,29.1887,1919.2254,26.8255,Lo-Fi Hip Hop/Chill Rap
2925,95.84,962.8026,1.1214,0.2264,0.9558,22.9774,1899.5382,23.7525,Lo-Fi Hip Hop/Chill Rap
2926,162.08,1508.7718,1.2397,0.2377,0.89,24.7456,1752.7682,25.7684,Club/Party Rap
2927,109.68,1048.0207,0.9727,0.2262,0.9401,26.3873,1789.9214,23.9169,Club/Party Rap
2928,127.96,1058.1528,1.1567,0.2814,0.9253,28.3752,2374.3113,32.1464,Trap/Drill
2929,93.23,1512.05,1.1723,0.2768,0.9258,27.3739,1994.2754,31.09,Lo-Fi Hip Hop/Chill Rap
2930,139.81,1290.4238,0.9949,0.1814,0.915,27.1003,1345.9453,17.6448,Club/Party Rap
2931,156.02,1124.0148,1.184,0.2201,0.8832,24.9645,2244.2293,23.8227,Club/Party Rap
2932,96.87,1672.1972,1.2539,0.2344,0.9068,28.4292,1721.639,24.915,Lo-Fi Hip Hop/Chill Rap
2933,123.79,1734.0073,1.1534,0.2296,0.868,24.597,1984.9335,25.364,Lo-Fi Hip Hop/Chill Rap
2934,142.22,1322.2976,1.3791,0.2813,0.8933,24.9113,2454.7409,32.8387,Club/Party Rap
2935,118.07,1112.08,1.407,0.3097,0.8844,22.7674,2926.2184,37.1876,Club/Party Rap
2936,79.87,1747.3732,1.2357,0.276,0.8953,31.7172,1915.5935,30.8121,Lo-Fi Hip Hop/Chill Rap
2937,122.44,1286.5345,1.2035,0.2403,0.898,24.1807,2057.4915,26.1761,Introspective Rap
2938,144.57,1096.1167,1.0974,0.2759,0.8984,28.9535,2039.7551,31.1604,Introspective Rap
2939,90.0,1019.276,1.2293,0.2709,0.9252,23.7659,2494.8165,31.1185,Club/Party Rap
2940,126.1,699.951,0.9203,0.2315,0.928,26.0462,1899.0177,24.6931,Cloud Rap/Experimental
2941,129.59,1465.2528,1.256,0.2513,0.8843,27.3298,2154.6125,27.6949,Club/Party Rap
2942,165.52,862.4672,1.1431,0.2506,0.9258,25.3695,2362.7333,27.409,Introspective Rap
2943,172.27,1767.0426,1.2519,0.2485,0.871,31.4209,2449.1777,27.7685,Cloud Rap/Experimental
2944,138.06,1179.8767,1.2967,0.2453,0.9058,23.4136,2109.9784,26.4786,Lo-Fi Hip Hop/Chill Rap
2945,152.07,1272.9443,1.2124,0.23,0.7701,18.7979,2178.9861,26.6737,Trap/Drill
2946,100.63,1541.7518,1.1917,0.1966,0.8115,21.1298,2272.0554,21.5794,Trap/Drill
2947,95.1,975.9958,1.149,0.2689,0.9371,30.6598,2429.5982,29.5586,Club/Party Rap
2948,139.93,1159.0541,1.2936,0.1428,0.896,16.9122,2018.9017,12.8553,Club/Party Rap
2949,68.07,841.9836,1.1111,0.288,0.8912,23.3708,2009.4901,34.3647,Club/Party Rap
2950,135.96,639.0644,1.156,0.2363,0.9408,15.8219,2306.4,25.365,Lo-Fi Hip Hop/Chill Rap
2951,99.78,1676.6509,1.0541,0.1694,0.8225,18.0733,1924.2594,17.6349,Club/Party Rap
2952,139.97,1048.5719,1.1193,0.2249,0.9017,27.2621,2118.0622,23.8616,Lo-Fi Hip Hop/Chill Rap
2953,129.59,1799.2622,1.2524,0.2549,0.8569,32.6169,1995.8601,28.6068,Club/Party Rap
2954,151.91,1807.8071,1.3007,0.2487,0.91,37.1218,2280.2238,26.7963,Club/Party Rap
2955,134.95,1141.5221,1.2369,0.2878,0.8863,25.6178,2454.5038,33.436,Lo-Fi Hip Hop/Chill Rap
2956,126.08,755.4676,1.4051,0.3057,0.9708,23.1093,2981.285,35.9301,Trap/Drill
2957,104.81,1302.1058,1.2659,0.2815,0.8428,28.9434,2383.8904,32.5545,Lo-Fi Hip Hop/Chill Rap
2958,147.96,831.2552,1.0956,0.2316,0.9504,18.2624,2154.6383,25.0738,Lo-Fi Hip Hop/Chill Rap
2959,128.3,1103.5148,1.4381,0.2659,0.9104,26.6925,2797.7458,29.5355,Lo-Fi Hip Hop/Chill Rap
2960,125.85,1424.869,1.052,0.2082,0.9123,33.0083,1483.6515,21.1778,Cloud Rap/Experimental
2961,134.95,1141.5221,1.2369,0.2878,0.8863,25.6178,2454.5038,33.436,Trap/Drill
2962,132.94,1711.5496,1.2281,0.2891,0.8501,24.0057,2606.7598,33.5888,Lo-Fi Hip Hop/Chill Rap
2963,154.02,1416.1392,1.1439,0.2524,0.8828,25.5464,2112.4005,28.1868,Lo-Fi Hip Hop/Chill Rap
2964,140.86,1819.3284,1.2487,0.2511,0.8115,32.3794,2037.3432,28.0797,Club/Party Rap
2965,138.48,2273.4055,1.2025,0.1613,0.7746,24.2202,1919.4758,16.3318,Trap/Drill
2966,133.39,1511.4134,1.1204,0.2025,0.7942,18.2992,2055.8738,23.1353,Cloud Rap/Experimental
2967,71.31,2141.6815,1.2778,0.2237,0.8268,31.1521,2296.2153,24.8272,Cloud Rap/Experimental
2968,104.46,1598.6739,1.0689,0.1527,0.8649,18.5209,2165.5806,15.6007,Club/Party Rap
2969,144.0,1832.6981,1.2675,0.3048,0.781,37.3004,2190.6693,37.1795,Cloud Rap/Experimental
2970,154.59,1159.32,1.1285,0.2531,0.8597,21.5998,2218.3836,28.2514,Lo-Fi Hip Hop/Chill Rap
2971,72.03,2185.5059,1.1581,0.2001,0.8915,22.8444,2159.352,20.8878,Lo-Fi Hip Hop/Chill Rap
2972,172.27,1055.7479,1.1553,0.2731,0.8869,23.2712,2457.2089,31.8573,Club/Party Rap
2973,130.31,2410.6904,1.2595,0.3196,0.8334,43.6269,2249.715,38.0805,Lo-Fi Hip Hop/Chill Rap
2974,129.94,1240.0112,1.1204,0.1311,0.9043,16.8119,1677.9995,11.5239,Lo-Fi Hip Hop/Chill Rap
2975,71.47,2058.4599,1.2579,0.1271,0.8636,16.8319,2018.7859,11.4933,Trap/Drill
2976,82.97,1098.8139,1.0722,0.3093,0.9402,33.574,2273.407,36.2767,Lo-Fi Hip Hop/Chill Rap
2977,99.87,1123.166,0.9063,0.1685,0.875,18.6282,1739.8634,16.7248,Lo-Fi Hip Hop/Chill Rap
2978,150.85,1188.2104,1.1078,0.2011,0.8802,25.5746,2189.2779,21.2621,Introspective Rap
2979,140.12,1750.8483,1.2541,0.2273,0.7936,32.0335,2142.778,25.5543,Club/Party Rap
2980,136.57,2202.5478,1.3106,0.2809,0.774,23.2821,2889.5205,32.521,Trap/Drill
2981,102.44,1457.6702,1.0769,0.1959,0.9172,24.2535,1831.8619,19.9773,Cloud Rap/Experimental
2982,114.77,1593.2601,1.1838,0.217,0.8358,24.267,1667.5422,23.3834,Lo-Fi Hip Hop/Chill Rap
2983,140.68,2872.4996,1.1252,0.2235,0.8343,33.5864,2115.6804,24.6664,Cloud Rap/Experimental
2984,89.96,1722.0631,1.2361,0.1934,0.8602,23.0051,1717.8407,19.9577,Club/Party Rap
2985,139.8,1532.7058,1.1766,0.2518,0.8966,24.9809,1628.9722,27.4787,Lo-Fi Hip Hop/Chill Rap
2986,71.92,1097.1407,1.3078,0.2116,0.9005,17.9524,2051.6096,22.1329,Lo-Fi Hip Hop/Chill Rap
2987,172.27,1139.4588,1.4142,0.2554,0.8274,22.888,2561.692,28.5254,Lo-Fi Hip Hop/Chill Rap
2988,90.74,1940.4749,1.3336,0.3089,0.8894,38.9023,2348.6183,36.7322,Trap/Drill
2989,142.08,1541.807,1.0144,0.1607,0.8319,20.9004,1673.7138,16.4686,Cloud Rap/Experimental
2990,78.1,1873.6299,1.2949,0.1875,0.9295,29.3002,2209.6983,18.9647,Lo-Fi Hip Hop/Chill Rap
2991,139.03,1698.7726,1.008,0.1499,0.8263,20.3176,2068.9754,14.7672,Club/Party Rap
2992,134.82,1051.5505,1.1723,0.287,0.9228,28.279,2249.4285,32.022,Trap/Drill
2993,142.49,1689.1334,1.4192,0.2498,0.8084,27.1333,2075.8515,27.8967,Lo-Fi Hip Hop/Chill Rap
2994,116.53,1734.3055,1.1944,0.1949,0.8581,25.8053,1842.497,20.1308,Club/Party Rap
2995,92.51,1804.1663,1.1298,0.2201,0.8938,27.6201,1744.9793,23.2855,Lo-Fi Hip Hop/Chill Rap
2996,72.58,2197.1975,1.33,0.2505,0.7694,35.6121,2167.959,27.9264,Lo-Fi Hip Hop/Chill Rap
2997,184.57,2263.8383,1.0972,0.1364,0.6642,13.6263,1931.2645,14.9286,Lo-Fi Hip Hop/Chill Rap
2998,152.79,1838.1076,1.2889,0.2166,0.8793,28.3385,1855.7888,22.7283,Introspective Rap
2999,86.98,1965.2496,1.4299,0.2948,0.843,29.2241,2207.5598,35.4939,Cloud Rap/Experimental
3000,97.45,2222.5651,1.3081,0.3287,0.7429,41.5473,1707.8675,38.7897,Lo-Fi Hip Hop/Chill Rap
3001,147.67,1051.1463,1.0702,0.2288,0.9098,26.3172,2202.3191,25.1311,Lo-Fi Hip Hop/Chill Rap
3002,143.89,1501.41,1.1707,0.3258,0.8828,31.4396,2627.3267,39.157,Club/Party Rap
3003,139.79,2173.3966,1.1811,0.1991,0.8731,31.8456,1525.2125,20.4891,Introspective Rap
3004,117.65,1232.2937,1.1361,0.2066,0.9331,23.4924,2342.6904,21.5756,Boom Bap/Classic Hip Hop
3005,97.75,1912.4268,1.1552,0.2159,0.9022,28.16,1751.8956,22.3087,Club/Party Rap
3006,100.21,1389.1579,1.3806,0.2075,0.9052,21.6721,2215.1119,22.3445,Lo-Fi Hip Hop/Chill Rap
3007,86.06,1569.5966,1.16,0.1584,0.836,19.6767,1818.6057,15.7086,Lo-Fi Hip Hop/Chill Rap
3008,161.54,2859.3099,1.4148,0.149,0.803,27.5406,1551.4824,13.865,Lo-Fi Hip Hop/Chill Rap
3009,131.94,1504.1978,1.1398,0.2722,0.9121,30.2439,1756.1559,30.2444,Lo-Fi Hip Hop/Chill Rap
3010,96.89,1618.3993,1.4109,0.357,0.7039,32.1137,2164.7002,45.0083,Cloud Rap/Experimental
