streams_1month;virality_tier;explicit;track_count
81166,952380952382;Global Hit;True;63
64884,169642857145;Mainstream;True;336
51638,596153846156;Global Hit;False;104
42749,684374999997;Mainstream;False;320
37834,885317750181;Trending;True;1369
29683,025096525096;Trending;False;1036
16941,796875;Unknown;False;64
14024,112305212251;Emerging;True;1861
11750,773913043478;Emerging;False;1725
9129,7111111111117;Unknown;True;45
6990,083973374296;Niche;True;1953
5846,6770104895104;Niche;False;2288
