id,title,primary_artist,youtube_video_id
TR484229,TRASPARENTE,Rose Villain,DGI6w8JlGPA
TR546369,il bacio del serpente,Rose Villain,WENLFmBk2YM
TR925727,SAD! (XXXTentacion),Rose Villain,5wHiA57HAxE
TR417961,Gotham,Rose Villain,m0knGViCSGI
TR812512,MILANO ALMENO TU,Rose Villain,ur8zeylskpU
TR657462,Monet,Rose Villain,HpINX0i-yek
TR307424,Cartoni Animati,Rose Villain,FbBzPTC7_jY
TR602241,Yakuza,Rose Villain,tjHRGAcLfCE
TR444405,smith & wesson,Rose Villain,xXR4s-VAiAM
TR877428,Dalle Ombre,Rose Villain,0jruEkVqGJw
TR148280,Moonlight,Rose Villain,2C5kZ8rbMpw
TR416914,tu sai,Rose Villain,SPv8zgq12_s
TR899952,Geisha,Rose Villain,Xmg0J5sF4tE
TR267393,Rehab,Rose Villain,OvjpWDvqsKM
TR530803,HAI MAI VISTO PIANGERE UN COWBOY?,Rose Villain,BmyTJp_ZdQQ
TR932820,HUH?,Rose Villain,yHNNxeY9JU0
TR584975,patrick bateman,Rose Villain,4Q-CGRap9mk
TR458604,GANGSTA LOVE,Rose Villain,vlTQn8IXabo
TR385547,Non Sono Felice Per Te,Rose Villain,7vYylrYtTY8
TR545009,millionaire,Rose Villain,p_1xyJM6vTM
TR491043,l’amore è un serial killer,Rose Villain,gfqM6Djc_LY
TR979381,lacrimogeni,Rose Villain,leHlZaet9qU
TR773327,Rari,Rose Villain,tibmTzA4l8g
TR124813,wtf,Rose Villain,cr43ScD34JM
TR936556,IL MIO FUNERALE,Rose Villain,I_WC2Me2yX0
TR723576,GOODBYE,Rose Villain,8H3CaiDWh7I
TR233192,Il Diavolo Piange,Rose Villain,jSMHy7DiqCg
TR719644,Funeral Party,Rose Villain,JjtRj44LZWg
TR328002,musica per dimenticare,Rose Villain,omTkcyKVLn0
TR132847,COMO UN TRUENO,Rose Villain,Q_S8W13BG2E
TR789099,Kitty Kitty,Rose Villain,qkedQIPsLz8
TR717071,Get The Fuck Out Of My Pool,Rose Villain,J-7vRWUBQH8
TR718602,"It’s Snowing, Motherfucker",Rose Villain,8RKvb2Mh65E
TR574634,Don’t Call the Po-Po,Rose Villain,JaDE5fhdrCg
TR785396,Bundy,Rose Villain,NWcaa8qqJNA
TR843100,IRON MAIDEN,Rose Villain,n5YL83mbgVk
TR513321,victoria’s secret,Rose Villain,Holid4ndorw
TR884911,Tarantino,Rose Villain,UCoC-EdDLv4
TR132614,SWOOP!,Rose Villain,3H_brcm3jzw
TR583094,Sneakers,Rose Villain,z_7MUksPSXY
TR631144,Tyson Freestyle,Rose Villain,MKRxywr5BRc
TR538194,"Fiori rosa, fiori di pesco",Rose Villain,dEDvA9ITC1M
TR999922,Collaborazioni Rose Villain,Rose Villain,Holid4ndorw
TR595216,SLATT,Rondodasosa,gKJHErteBn8
TR515395,Face To Face (Exposing Me RMX),Rondodasosa,V2mnB2gYEMs
TR664204,MOVIE,Rondodasosa,Sj0CRhED9uY
TR232498,Dubai,Rondodasosa,80YntX64FjE
TR574666,GIOVANE RONDO,Rondodasosa,-7uFZsPvei0
TR605233,SHAWTY,Rondodasosa,vrJXHhF9fgg
TR445948,OGNI VOLTA,Rondodasosa,KeIiJOgIdXM
TR656966,STURDY,Rondodasosa,kOv7jMLlhYo
TR244255,BABY,Rondodasosa,DLwMtv0eS40
TR559785,BIRKIN,Rondodasosa,VBAWo1JQNXE
TR413812,YOUNGSHIT,Rondodasosa,0Clc0SUwA3I
TR547447,CHINGA,Rondodasosa,VIvR_IR-mKY
TR142582,Free Samy,Rondodasosa,Al7KUk5aXks
TR101919,[Rondodasosa] Plugged In Freestyle,Rondodasosa,8BqxLOQGMT0
TR247450,Leggenda,Rondodasosa,xbUMzgnsH1s
TR333436,DOLORE,Rondodasosa,L7e85hC5Zrg
TR652419,TRENCHES BABY,Rondodasosa,B4cMd4JowTI
TR373707,NEW YORK,Rondodasosa,q_AZFsZ_Ku0
TR957443,SOUTHSIDE,Rondodasosa,_9iVbwAG45M
TR426213,BLUE CHEESE,Rondodasosa,DZVePjL9Yj8
TR368292,TRAP,Rondodasosa,IDrfSOPc9jk
TR580691,TOKYO,Rondodasosa,VwUZU7pUIHQ
TR772702,MANDANTE,Rondodasosa,NK1alpCrNzA
TR172345,DRILLMOON,Rondodasosa,80Mcb3w6OYQ
TR337598,Show No Love Freestyle,Rondodasosa,Tu35bZS62wk
TR382336,BABA,Rondodasosa,Ps70dHZFhPQ
TR371387,SIN CARA,Rondodasosa,N1ZSuUKfWSU
TR304026,SOLO/ALONE,Rondodasosa,rYB683zO-Yo
TR372564,MY LIFE,Rondodasosa,dABkCfEmCUQ
TR225697,CHIARA,Rondodasosa,U16mbNTOgpI
TR952777,PLAYA,Rondodasosa,4RAY2Xo4tpY
TR413834,WE ON EM,Rondodasosa,F4ufdnRxhvc
TR137788,FASHION NOVA,Rondodasosa,9NthyLHJWGg
TR148262,AUTOSTOP,Rondodasosa,iWbJrklocGY
TR789568,KILLY DEMON,Rondodasosa,EfMtkOjobF0
TR686820,ADDERALL,Rondodasosa,rEjlSP2GyJ4
TR778463,Face to face 2,Rondodasosa,aGkRdFkTNXw
TR761194,READY 4 WAR,Rondodasosa,5MwBZuxZ_1c
TR183819,GHETTO,Rondodasosa,6bP6xjyi3Vk
TR572337,NO LUV,Rondodasosa,NLYPQ8BJNjI
TR502272,OUTSIDE,Rondodasosa,_DtxMRdmod4
TR344878,TONIGHT,Rondodasosa,CjIC4KXI1R4
TR764856,2016,Rondodasosa,Sj0CRhED9uY
TR239723,CELL,Rondodasosa,ar8LK3NbE2c
TR596420,PACK A PUNCH FREESTYLE,Rondodasosa,6juB5RruuOg
TR585393,DOLORE 2,Rondodasosa,1N9db3vmga4
TR583353,GOOD DAY FOR KILL SOMEBODY,Rondodasosa,TuxRhUAEl7w
TR542044,YAMAHA,Rondodasosa,yTOsVx7EDdM
TR754738,SRT,Rondodasosa,nqIU_ipnFZU
TR467976,DOPPIO TAGLIO,Rondodasosa,OHxawiG3EuE
TR975972,DROGA,Rondodasosa,Cdmi_dT6dyc
TR520128,SSG,Rondodasosa,k20uQ0WQszQ
TR996422,SCUSA,Rondodasosa,WOCg3ENpeRE
TR516774,TIMBERLAND BLUE,Rondodasosa,nBvS4Rq7iLI
TR726762,2+2,Rondodasosa,DnupOzPmA64
TR722945,TOWN,Rondodasosa,Cdmi_dT6dyc
TR839302,MOTIVATION,Rondodasosa,K-eXaVZJHH4
TR374959,My Brain*,Rondodasosa,MGchGtPd6AE
TR149652,GANGSTA LIFE,Rondodasosa,Rpr3Yp_WxX8
TR427150,Curry*,Rondodasosa,1IIwImHrQRw
TR214129,DON’T CRY,Rondodasosa,uNjWncPb8X8
TR297714,BabyGoat Freestyle,Rondodasosa,HxY_n2Yt-U0
TR102674,On The Radar Freestyle,Rondodasosa,_R-JZ07w4rU
TR544001,GET BACK,Rondodasosa,1G6Sdmp0PeI
TR624941,HUSTLER,Rondodasosa,62fgYxYM9tE
TR213172,BIG DRIP RMX*,Rondodasosa,kihPI3KGefI
TR646871,PRETTY GANGSTA,Rondodasosa,MZ8vjheB57k
TR370464,ADDERALL V2,Rondodasosa,6v1f4gTizRw
TR873238,SOSA*,Rondodasosa,V2mnB2gYEMs
TR216316,BUSINESS CLASS*,Rondodasosa,mnvhNPCSRek
TR500693,Mi Sono Perso Qua*,Rondodasosa,KeIiJOgIdXM
TR539308,Another One,Rondodasosa,QQDNoOzcSvk
TR139595,Ragazzi Di Strada,Rondodasosa,B6L9YQZfy_M
TR112774,Verità Freestyle,Rondodasosa,HPJ5H1zTwGg
TR624899,GHOST*,Rondodasosa,V2mnB2gYEMs
TR227957,Big check*,Rondodasosa,q_AZFsZ_Ku0
TR851740,All On Me*,Rondodasosa,lNrGq49hrpM
TR176124,Tiffany Calver Freestyle,Rondodasosa,sjHrbacffqU
TR294526,The World Is Yours*,Rondodasosa,kOv7jMLlhYo
TR482146,Junkie*,Rondodasosa,6bP6xjyi3Vk
TR843076,Lemon Pepper Freestyle,Rondodasosa,khlhYxkwGf8
TR269908,I come straight from Italy*,Rondodasosa,kOv7jMLlhYo
TR444478,LIMITER,Rondodasosa,gPn-tS_siLk
TR932217,Switches*,Rondodasosa,Sj0CRhED9uY
TR729748,Money on my head*,Rondodasosa,MGchGtPd6AE
TR375734,Cupido,Sfera Ebbasta,DkIFbOZkxRY
TR347049,Tran Tran,Sfera Ebbasta,tU_KbOs8w2o
TR763689,Sciroppo,Sfera Ebbasta,6BCpyH1ZNZE
TR526748,Rockstar,Sfera Ebbasta,x8fDlAunwAE
TR220191,Serpenti A Sonagli,Sfera Ebbasta,TsyMERzWNe4
TR101698,Ricchi x Sempre,Sfera Ebbasta,TQPypKI6U-U
TR398127,BRNBQ,Sfera Ebbasta,z61TJIGCdnM
TR540259,Bang Bang,Sfera Ebbasta,5-1guJoi5SI
TR986287,Visiera A Becco,Sfera Ebbasta,L6piiXrf-hA
TR655928,Uber,Sfera Ebbasta,bREwjLV8ip8
TR696286,XNX,Sfera Ebbasta,RUjbMULE-0I
TR374577,Tik Tok,Sfera Ebbasta,R_vhQyDkL1E
TR954458,Figli Di Papà,Sfera Ebbasta,qdMoktR6zoI
TR299525,Bottiglie Privè,Sfera Ebbasta,HxOUtlUGFgo
TR941998,NEON,Sfera Ebbasta,HCA87PbP26M
TR470591,Calcolatrici,Sfera Ebbasta,N4pqbTEvM_8
TR620661,Ciny,Sfera Ebbasta,LD3twV19uAo
TR885564,Abracadabra,Sfera Ebbasta,OjBTnw8KNRs
TR516733,XDVRMX,Sfera Ebbasta,9lo25cFiigw
TR784141,15 Piani,Sfera Ebbasta,7puLc-Nw5mc
TR339275,20 Collane,Sfera Ebbasta,5o6p3KBr8ao
TR296439,Notti,Sfera Ebbasta,RlvYH-BYfsM
TR898138,Mercedes Nero,Sfera Ebbasta,y2eejWX4ZGw
TR216375,Panette,Sfera Ebbasta,H_7DiZVSVRE
TR470247,G63,Sfera Ebbasta,fMvIFqmaYOg
TR167786,Leggenda,Sfera Ebbasta,UpcBHbSn4Lo
TR606466,Brutti Sogni,Sfera Ebbasta,yViMr71NbVU
TR624359,$€ Freestyle,Sfera Ebbasta,du7hX8tjrUM
TR126989,Macarena,Sfera Ebbasta,IkuaIbn-7lU
TR962127,Balenciaga,Sfera Ebbasta,kCigSeq6IfY
TR745907,Dexter,Sfera Ebbasta,x30VfHFCrmY
TR518823,Hollywood,Sfera Ebbasta,FVJPmzpI8U0
TR828715,Bancomat,Sfera Ebbasta,UYVPUZG89XQ
TR574957,Equilibrio,Sfera Ebbasta,uz7zec67Byk
TR357563,Baby,Sfera Ebbasta,1RpKdCl2uN4
TR786619,VDLC,Sfera Ebbasta,WTsmRAfW8w0
TR741501,Blunt & Sprite,Sfera Ebbasta,L6vsmnNvfAE
TR731398,Ciao Bella,Sfera Ebbasta,Kpmitbz2wmU
TR174541,Più Forte,Sfera Ebbasta,tA8fimP4H2M
TR310123,Anche Stasera,Sfera Ebbasta,kOdgi9A-AJ4
TR875393,NON METTERCI BECCO,Sfera Ebbasta,cOYBSHln0Ag
TR305952,VVS CARTIER,Sfera Ebbasta,ynXIkXZZq6s
TR629091,Giovani Re,Sfera Ebbasta,8tIZuYIPDNc
TR709512,Happy Birthday,Sfera Ebbasta,JFOLJwOoorQ
TR974036,Male,Sfera Ebbasta,kCb2ypWyvNQ
TR783144,Gelosi,Sfera Ebbasta,PZ9TplP9Kgo
TR674940,Salam Alaikum,Sfera Ebbasta,VxLPlGpCtyo
TR458975,Tik Tok (RMX),Sfera Ebbasta,R_vhQyDkL1E
TR894366,BHMG,Sfera Ebbasta,PWB_ia9_jwI
TR148522,Marshmallow,Sfera Ebbasta,wog-GSooeSE
TR544505,3uphon,Sfera Ebbasta,eL5hgBiS12U
TR967870,Gol,Sfera Ebbasta,ylsxMYv_pm4
TR879978,Gangang,Sfera Ebbasta,wAhlWYZKYwo
TR458945,Quello Che Non Va,Sfera Ebbasta,KVq1rfzquSw
TR709966,SEI PERSA,Sfera Ebbasta,leNjMHwCfzc
TR777489,Momenti No,Sfera Ebbasta,lmiLNhnK5N4
TR173013,Complicato,Sfera Ebbasta,TzQn0l20cMU
TR799066,SNTMNG,Sfera Ebbasta,YmsRK2bE0RE
TR538309,OVER (demo),Sfera Ebbasta,eLQ9ru_fF1Q
TR407821,D&G,Sfera Ebbasta,F8wIwfTCxqM
TR999926,OGNT,Sfera Ebbasta,UGXxpjwxiTg
TR156309,Mademoiselle,Sfera Ebbasta,ossVNZosvcU
TR724104,Tutti Scemi,Sfera Ebbasta,IY0o5nJwsKM
TR237947,XDVR,Sfera Ebbasta,bCfS9PO9hB0
TR972480,6 AM,Sfera Ebbasta,bngszMLe-P0
TR787970,MOLECOLE SPRITE,Sfera Ebbasta,XPGLTcIXXbA
TR885144,MAYBACH,Sfera Ebbasta,sQKOfXvX9tA
TR992464,No Champagne,Sfera Ebbasta,s7lRxuWp3sw
TR228884,Rapina,Sfera Ebbasta,ct8s2uH3mTc
TR145577,Cupido (RMX),Sfera Ebbasta,jkveo88JgrA
TR977345,Popstar,Sfera Ebbasta,HILjrYdj3ds
TR895346,Fragile,Sfera Ebbasta,J_IwvsVtPoE
TR967838,Trap Kings,Sfera Ebbasta,zzEY6lb8PA4
TR366391,No No,Sfera Ebbasta,wk3p_s-e01w
TR905589,SG4M1,Sfera Ebbasta,gelvH9ybB_0
TR524750,COME SE NON FOSSI NEI GUAI,Sfera Ebbasta,wY39xPmWrPs
TR997454,Uber (feat. Miami Yacine),Sfera Ebbasta,bREwjLV8ip8
TR590832,UHLALA,Sfera Ebbasta,IMja762hd3w
TR573549,Parigi*,Sfera Ebbasta,qLy2___-A9s
TR426438,20 Collane (International Version),Sfera Ebbasta,5o6p3KBr8ao
TR269346,Milano Bene,Sfera Ebbasta,3AnAcP2vnUk
TR515675,Troppo Tardi Per Noi,Sfera Ebbasta,8JVW8Kfv0CU
TR845424,Te Lo Do,Sfera Ebbasta,v0hYvrRDXM0
TR267156,Ragazzi del blocco,Sfera Ebbasta,LeOfSYjmg0I
TR538535,Maleducati,Sfera Ebbasta,EXmwkM6VQxI
TR115275,Zero,Sfera Ebbasta,QaaEI4T--Wg
TR852256,Orange,Sfera Ebbasta,NFKhU-JjAOc
TR374638,Uh Ah Hey,Sfera Ebbasta,U_41aNa4G2c
TR262296,PARANOIA,Sfera Ebbasta,w2X6gWE-m9A
TR554067,Hey Tipa,Sfera Ebbasta,PmbIaTo37Zc
TR292097,Orologi,Sfera Ebbasta,KJefEe5rYVk
TR223076,MNGSNT,Sfera Ebbasta,oJf5FYdS0Rk
TR502678,XNX (French RMX),Sfera Ebbasta,Ni7dZdPKItA
TR678697,Famoso,Sfera Ebbasta,fF84WK6KBgA
TR948467,Bancomat (International Version),Sfera Ebbasta,UYVPUZG89XQ
TR616930,Triste,Sfera Ebbasta,sTReE_7ZIU0
TR171471,Solo per te,Sfera Ebbasta,4StTkksfpqE
TR436364,Tran Tran (International Version),Sfera Ebbasta,tU_KbOs8w2o
TR629861,Nagasaki,Sfera Ebbasta,j0VgOCB-Mz8
TR735293,XNX (RMX),Sfera Ebbasta,RUjbMULE-0I
TR124496,Radio 105 Freestyle,Sfera Ebbasta,du7hX8tjrUM
TR695604,90' Anthem,Sfera Ebbasta,RU9e75YrHhg
TR980951,Bangkok*,Sfera Ebbasta,PSwL6yIxV2U
TR523962,#Cheffigo,Sfera Ebbasta,oOhRTlFONAw
TR630141,Serpenti A Sonagli (RMX),Sfera Ebbasta,TsyMERzWNe4
TR354188,Still Fly,Sfera Ebbasta,YYODvAcjd3E
TR191906,Tasche Piene,Sfera Ebbasta,QWAiEwd_yrg
TR187725,Siamo In 23,Sfera Ebbasta,OaJdtP0-lF4
TR884968,Meglio Se Smetti Freestyle (Intro),Sfera Ebbasta,oOHzWEg0FJk
TR694245,Sulle Mie Spalle,Sfera Ebbasta,4ueeNXVmR-Y
TR272836,Super Lemon Haze pt2,Sfera Ebbasta,q9FBRE5YFKo
TR400898,Double Tap*,Sfera Ebbasta,6Q-sgKsE-6s
TR579276,Non Ci Siamo,Sfera Ebbasta,N4pqbTEvM_8
TR485347,Squali*,Sfera Ebbasta,Y6bM2ZYngf4
TR749006,Levati Dal Cazzo,Sfera Ebbasta,hDW0ZEPFUfI
TR719433,Iniorap,Sfera Ebbasta,fT9QVFShrYs
TR733821,Crack Music,Sfera Ebbasta,x0u5U4eBE9c
TR736330,Holy Water Freestyle,Sfera Ebbasta,BVewNr2J5Vo
TR643399,NANANA*,Sfera Ebbasta,oBS25dk7asc
TR597247,Sotto Controllo,Sfera Ebbasta,djexuNlF0GI
TR758361,King Kong Freestyle (Bonus Track),Sfera Ebbasta,NbhqzmddZJE
TR485585,NPAC,Sfera Ebbasta,n8Tof6Na-tE
TR358920,Fanculo Al Tuo Finto Swag,Sfera Ebbasta,JKyihQ7IBQs
TR805047,A Tempo,Sfera Ebbasta,zTKtbtovCdc
TR544949,Suca,Sfera Ebbasta,imU0P3x6ll0
TR289476,CHANCE,Sfera Ebbasta,dUFuQY6HP-E
TR270467,K.O. Freestyle,Sfera Ebbasta,HJmjly-Zsog
TR844538,NO S3SS,Sfera Ebbasta,piI3ZJxJdeg
TR490838,Sempre Vera,Sfera Ebbasta,CwMRa8go9lo
TR760205,Tony Montana Freestyle,Sfera Ebbasta,pHepJHFRyFY
TR226953,Ice Cream,Sfera Ebbasta,z_D_SP5YGh0
TR833403,Murderflow,Sfera Ebbasta,MIbZYFwda90
TR438113,FUCK THA FAKES,Sfera Ebbasta,weJeb0WGnDo
TR107983,La S la F la E (Unreleased),Sfera Ebbasta,HCA87PbP26M
TR229272,Star*,Sfera Ebbasta,x8fDlAunwAE
TR869463,Palazzine Palazzoni *,Sfera Ebbasta,1KR1NGTE8b8
TR527872,Un Temporale,Ghemon,yypRHEONX4E
TR336955,Adesso sono qui,Ghemon,G2fkmiTzYHo
TR749725,Magia Nera,Ghemon,Bs1OwUcY-yg
TR627743,Cose Che Non Ho Saputo Dire,Ghemon,v9gIHUXy_W4
TR651800,Mezzanotte,Ghemon,77UuGB8LG-w
TR768854,Rose viola,Ghemon,gF1XRQGhe8s
TR496656,"Fantasmi, Pt. 2",Ghemon,O7_Oqf_i1yc
TR476060,Bellissimo,Ghemon,l4kliaXqjUk
TR754038,Da lei (Con lo scudo e la spada),Ghemon,MwyvheIsqHE
TR181096,Dopo La Medicina,Ghemon,Nyl3OTPHpus
TR458685,Impossibile,Ghemon,m_VqT0C2YVU
TR992238,Quassù,Ghemon,jfCkIYjPrzE
TR287512,Non Spegnermi,Ghemon,UNJk7ZcoGBQ
TR618864,Grande,Ghemon,HdJMpg3D_MQ
TR646039,64 Bars,Ghemon,9Dw3G9gFquk
TR679972,Fuoriluogo ovunque,Ghemon,RsWmTyXBQEI
TR274925,Un giorno in più dell’eternità,Ghemon,NQu8xVuYCl8
TR135764,Nessuno vale quanto te,Ghemon,Lt35XtBNyCM
TR209942,A Casa Mia,Ghemon,PZa5cN40Qok
TR263495,Parte di me,Ghemon,eYRHwA5UNlI
TR786291,Non Voglio Morire Qui,Ghemon,G2fkmiTzYHo
TR319313,Siero Buono,Ghemon,3UTysOGNjCs
TR845571,TPS,Ghemon,flVx1ZZ371A
TR992097,Dentro Le Pieghe,Ghemon,LJPoLPoZeuU
TR774677,Questioni di principio,Ghemon,RNZDbZotgbA
TR677107,Kintsugi,Ghemon,crogyWL9f04
TR426500,"Fantasmi, Pt. 1",Ghemon,O7_Oqf_i1yc
TR592898,In un certo qual modo,Ghemon,w5oDlS9uwWQ
TR244785,Traccia #2,Ghemon,5Bb_qr4xwE8
TR368597,Niente Di Più,Ghemon,NQu8xVuYCl8
TR839680,Qualcosa per te,Ghemon,TkMxjtQFxOU
TR208744,Buona stella,Ghemon,WdQkju43H3c
TR870935,Il mostro,Ghemon,1jIWqX_GraY
TR381627,Quando tutto cade,Ghemon,zZQyQ5S2yDs
TR232809,La verità (non abita più qua),Ghemon,crogyWL9f04
TR837198,Inguaribile e romantico,Ghemon,vBnmEm8izgA
TR227572,Penso a te,Ghemon,1VS0aVoZiQo
TR383445,Scusa,Ghemon,tZqAd0qO6qI
TR186081,Criminale emozionale,Ghemon,KNxcIOqr_80
TR473366,Quando imparerò,Ghemon,tUhO2HQS9DI
TR483411,L’Amore,Ghemon,_MLsLFIRGHQ
TR578301,Rose Viola Pt. 2,Ghemon,UJVHEbNMpZc
TR420313,Siccome Pioveva,Ghemon,9awpCe2I630
TR640362,Piccole Cose,Ghemon,1zzU95F2HcI
TR359221,Momento Perfetto,Ghemon,97StT3WjOUk
TR558613,Crimine,Ghemon,n9UUQsCBV40
TR775675,Champagne,Ghemon,x77CO85F5ks
TR382866,Smisurata preghiera,Ghemon,oQ5eUk6RIgc
TR275443,Splende In Eterno,Ghemon,of8UoTbaBlk
TR623727,Trompe-L’œil,Ghemon,GZQMvY8CiK8
TR754788,La Rivincita Dei Buoni,Ghemon,WfE8mDf5fOM
TR609064,Sparire,Ghemon,yexxVhyFofY
TR360515,Ogni benedetto giorno,Ghemon,u57PBAUOmN8
TR360953,Un’anima,Ghemon,06umNsSHPRg
TR846383,Tutto sbagliato,Ghemon,hJnObw8Xens
TR947013,Uomo d’acqua dolce,Ghemon,u42wA4AbdaI
TR137460,Piccoli Brividi,Ghemon,q1EO1sXBJxc
TR610064,Cosa resta di noi,Ghemon,1vRERPEFRy4
TR601405,Io e te,Ghemon,rkNDOpBBmt0
TR504967,Pomeriggi svogliati,Ghemon,20svz1ISeMU
TR944321,K.O.,Ghemon,5ERDFThfuYU
TR840496,Ogni parte di te,Ghemon,vU9hakvteFE
TR976198,Due settimane,Ghemon,eCFMumOLEXc
TR386162,Smetti di parlare,Ghemon,JOV3peWDoaA
TR840992,Infinito,Ghemon,qrvDFwwyKz0
TR820243,Confessioni di una mente meticolosa,Ghemon,SH5WInj3byc
TR656050,SINDROME DI STOCCOLMA,Ghemon,QAmqgHAyv9k
TR642806,"Pts, Pt. 2",Ghemon,rm3a-saevXs
TR594550,Veleno,Ghemon,bgmTj3moS8g
TR553934,Difficile,Ghemon,U1_4n0pDaUI
TR465096,Mai voltarsi / Idee chiare,Ghemon,VO6pW5vlP1E
TR705460,Tanto Per Non Cambiare,Ghemon,Qr5nbpe2SoM
TR352143,Un vero miracolo,Ghemon,MyjJC1KsklA
TR677994,Se Il Problema Fossi Io,Ghemon,LjpCMGDGiRs
TR496713,Bugiardo (A parole),Ghemon,XZtFvdTrvyQ
TR643415,POV,Ghemon,h5LEhEXkzXU
TR460967,L’ultima linea,Ghemon,kA1xf0wJYlI
TR982039,La Luce (Bonus Track),Ghemon,YvFko2c2hyE
TR116118,U.A.O. ! (Un’autentica ovazione),Ghemon,YmQWqdL6G3c
TR474153,Testa a posto,Ghemon,MsPK2irtLXk
TR732440,Nessuno è perfetto,Ghemon,Hl3k7XOyzU0
TR630082,Amare... O Lasciare Andare,Ghemon,zoMGD5MnjHY
TR953976,Non Posso Salvarti,Ghemon,4XR2xA-Jg6Q
TR369931,Grey Goose Blues,Ghemon,8oa1Cl36jmk
TR553104,Dico bene,Ghemon,oOYsQK0AA3Q
TR696450,Nel Mio Elemento,Ghemon,n5RXWMn4iPM
TR408178,Ti Muovi Nella Mia Vita,Ghemon,9bTN05DrTg8
TR269843,La Tigre,Ghemon,tG5lcB5jzcY
TR182594,Come la notte col sole,Ghemon,hiAZ0DcMIOg
TR224443,Telepatia,Ghemon,mc_vJb7k-P8
TR281121,Ho Incontrato L’Amore Ma...,Ghemon,Py57bgZrexM
TR980429,Il Pezzo Rap,Ghemon,-lphjEGntcE
TR425384,Vissero Feriti E Contenti,Ghemon,L5ikecRZAak
TR422359,G.H.E.M.O.N.,Ghemon,w5oDlS9uwWQ
TR563285,Puoi Fidarti Di Me,Ghemon,EQ-w8A95u8M
TR505148,Ancora,Ghemon,YaxlS-yXCvs
TR794489,Fuori Dal Finestrino,Ghemon,uIkuQc9jSNo
TR202792,Paraphernalia,Ghemon,OnH15Drk3mc
TR592717,Io Non Ho Paura,Ghemon,XZwU8X6wRpg
TR333951,Nato Il Primo Aprile,Ghemon,5hynTMwkmUs
TR454150,Tutto si risolverà,Ghemon,CuUtXwRJfcY
TR698280,Chiamami,Ghemon,Xw_VYUHmAAM
TR845539,Outro,Ghemon,Zgi-A3SaQtk
TR721270,Fino A Qui (Tutto Bene),Ghemon,NNSqVlAjNaw
TR171180,PTS (PoiTiSpiego/PostTraumaticStress),Ghemon,0ebEORjPNk0
TR235126,"Devo dire no, cazzo!",Ghemon,unJ1-EKs1TE
TR440795,Illusione Ottica (Interlude),Ghemon,rgBBGxt8XG0
TR798026,Voglio Essere Libero,Ghemon,VQGSdd9oyF8
TR657382,Via Da Qui,Ghemon,l4DJ75mOxwQ
TR791475,Salto Nel Vuoto,Ghemon,IzCZfwL8q24
TR277887,Una vita nel giorno di Ghemon,Ghemon,zbs9V5gSJgc
TR767405,Qualcuno riderà,Ghemon,SgulA80MPV8
TR407507,Lucido (Interlude),Ghemon,qo9CdWxZgig
TR933898,Avrei Bisogno Di Un Divano,Ghemon,Sk5Fp_a0hzo
TR959397,La politica del tempo (Johnny),Ghemon,FigipLQ0ZsA
TR306545,Cobra (Tovalieri),Ghemon,bAi2LEUQFTg
TR551037,Piano di lavoro,Ghemon,w4hzNgZILBY
TR210886,Voci Nella Testa (Stentoree),Ghemon,vdcy-ZlCISE
TR832681,La soluzione,Ghemon,KCRKTHm_2Ow
TR751448,Pace,Ghemon,WtRp0zb8Fck
TR187249,Vola Alto,Ghemon,kL6935KD8Fo
TR813730,Su e giù,Ghemon,ew_su-WCicI
TR304105,Titoli Di Coda (Outro),Ghemon,B3O1acUnJ0E
TR808632,Dritto al Cuore,Ghemon,N6Y8YIbr6MA
TR201620,Condor (Agostini),Ghemon,7MX-Pnq7gPk
TR289320,"Lavorare, con lentezza",Ghemon,M8oHI94pc2k
TR844219,Bugie,Ghemon,2BVQ-MgNvDo
TR846542,Qualcosa di Diverso,Ghemon,7Wg8lBwVlh8
TR937164,Che flash,Ghemon,Et-jvfItuog
TR484750,Fattore Inatteso,Ghemon,yhLd67yO_fo
TR848588,Il Regno È Qui,Ghemon,nrz8uCq1uzA
TR502398,La Gente Non Lo Sa,Ghemon,GTmd51VezdI
TR859529,Qualcosa Cambierà pt. III,Ghemon,Qd2OB43Gbnk
TR990892,Inguaribile e romantico (feat. Malika Ayane),Ghemon,vBnmEm8izgA
TR765769,PATTO COL DIAVOLO,Ghemon,t4HEf1Wrwj4
TR848447,Solo Per Me,Ghemon,_HJLit9Ca-o
TR866993,Va Così,Ghemon,YjeQrYFt8h0
TR445120,Sig. Rossi,Ghemon,G2X9xkb7SzU
TR395040,Qualcosa Cambierà pt. ll,Ghemon,xzpo5CfC--8
TR947816,Fate finta che Scienz non ci sia più,Ghemon,LzeuwzSZ7H8
TR611034,Quando ascolto i dischi,Ghemon,UuVg4YxVr6w
TR464376,Qualcosa Cambierà Pt. l,Ghemon,Qd2OB43Gbnk
TR529315,Se non lo sai,Ghemon,CyCykY-hunc
TR939512,Mass Hysteria,Ghemon,bNbwBjSBNbg
TR266893,Ufficio Immaginazione,Ghemon,RKw_WrSUMuc
TR946356,È il momento,Ghemon,97StT3WjOUk
TR769262,Paolo Odia Le Donne,Ghemon,F3aevsWok3M
TR713502,Correre Via,Ghemon,8EZMt5v2v2E
TR462336,Sulle Batterie 3,Ghemon,ZYHyVHDNCPk
TR591168,LA FINE,Ghemon,crogyWL9f04
TR890254,Chiamiamolo Intro,Ghemon,Tljf29Y5xX0
TR445699,LUNGO IL TUNNEL,Ghemon,koBs5xlFbXw
