id,title,primary_artist,youtube_video_id
TR934808,​polka 2 :-/,Rosa Chemical,qJjP-ALYQpg
TR760029,POLKA,Rosa Chemical,hhOdwmnHzM8
TR916821,​britney ;-),Rosa Chemical,76Zny0XaV6Q
TR480968,CEO,Rosa Chemical,8mPkLiUT2pM
TR585039,LONDRA,Rosa Chemical,NNOMd2rB9wQ
TR550335,BOHEME,Rosa Chemical,F4s_vgjtfqw
TR170793,LOBBY WAY,Rosa Chemical,8PG49r5gWys
TR627195,SLATT,Rosa Chemical,BMFj-TMXSAw
TR628871,MADE IN ITALY,Rosa Chemical,UQuoY73tUsw
TR700756,ROSE & ROVI,Rosa Chemical,2-e0T22y8AA
TR570242,POLKA 3,Rosa Chemical,vu8DDbY0jZA
TR483404,COSANOSTRA,Rosa Chemical,xQ0CYOAlEJo
TR497808,NUOVI GAY,Rosa Chemical,qy3WjssWPis
TR355495,OCCHIO E CROCE,Rosa Chemical,XPu2-PrN0fs
TR736423,​life :-(,Rosa Chemical,VG4W_bBYVRw
TR718221,RAF SIMONS,Rosa Chemical,ZZjZ1v3IoRA
TR181361,SLIME,Rosa Chemical,cVxIfPzI7RA
TR950471,TU MI FAI,Rosa Chemical,wfbHxqGOhRY
TR562453,PARADISO,Rosa Chemical,_F4WQGY2hGk
TR851752,​no love :-),Rosa Chemical,J_JKZzyrGa4
TR387150,​fantasmi ;-(,Rosa Chemical,K2vZl_L88B0
TR968851,Facciamolo,Rosa Chemical,4QpvoZJdkO0
TR634516,Freestyle #redbullnext #essemagazine,Rosa Chemical,slDFFKdUUQg
TR292151,Scolapasta,Rosa Chemical,YJ4N7ZSBpCo
TR709513,#IORESTOACASA Freestyle,Rosa Chemical,slDFFKdUUQg
TR804827,Fatass,Rosa Chemical,qy3WjssWPis
TR889630,Ok ok pih roh toh toh !,Rosa Chemical,S9_x_zt023k
TR701720,Exodia / 1tot,Rosa Chemical,dNdLQq7XpGM
TR933222,Ramoscelli,Rosa Chemical,dGTCnvEfKpM
TR242610,Sono Io !!,Rosa Chemical,dv1Nyt1sP00
TR383343,Rovesciata,Rosa Chemical,Yuzb1uqa4Sw
TR127960,ceo 2,Rosa Chemical,8mPkLiUT2pM
TR792261,Lil Peep,Rosa Chemical,hcSdb0Nlfw0
TR692137,ABC,Rosa Chemical,OSuKPLKP8a0
TR344681,ALIENO,Rosa Chemical,RN4RSiW7sYs
TR945862,Teschio,Rosa Chemical,65AYaCPuHvI
TR266736,Mattonelle*,Rosa Chemical,hhOdwmnHzM8
TR972244,BELLU GUAGLIONE,Rosa Chemical,9YfQXsAyoNE
TR998208,Acqua Panna,Rosa Chemical,10FdwUrGKmA
TR628388,AIDS FREESTYLE,Rosa Chemical,uML3Djt_Zl8
TR885356,0.25X,Rosa Chemical,xzJCuu-9rUM
TR614930,3SOME,Rosa Chemical,49GMyM2VdB0
TR227001,A te e famiglia Freestyle,Rosa Chemical,3QlV1VUW2q4
TR715264,​non è normale,Rosa Chemical,u2IhJlCusNk
TR281299,TECKTONiiK,Rosa Chemical,LMHJ8aZq2Dg
TR219098,Rosa Chemical,Rosa Chemical,UQuoY73tUsw
TR553749,bRAtZz,Rosa Chemical,C_PEx8eB-NI
TR573924,Akureyri RMX,Rosa Chemical,KgYyI7M0weI
TR225367,TIPO DI N,Rosa Chemical,epp8Wfqsfyw
TR618229,#ERAMEGLIOSEINGOIAVA Freestyle,Rosa Chemical,wTlynrEq_oQ
TR792145,Blackout,Rosa Chemical,LaHD6M19BxE
TR578432,X&V,Rosa Chemical,ZjKcAP46oC0
TR353097,PANTONE 17-3930,Rosa Chemical,2Ke_qhfVTXk
TR904495,Dovreicomprarmiunacollanacomeimigos,Rosa Chemical,-6eSc62uaTM
TR990916,Kournikova,Rosa Chemical,hhOdwmnHzM8
TR600518,BRITISH PROV 2014,Rosa Chemical,JB29XHODWbU
TR127605,Dissing Eminem,Rosa Chemical,skIpz1nK53I
TR292829,I’m dead,Rosa Chemical,y1GJ97H48f8
TR440692,LATTE +,Rosa Chemical,8mPkLiUT2pM
TR141416,I need some sleep (Intro),Rosa Chemical,IXys3bfk4lo
TR697931,esse Type beat,Rosa Chemical,epp8Wfqsfyw
TR406572,Punk ’a Piana,Rosa Chemical,Avx4jSmBJIE
TR738305,Ritratti dell’odio,Rosa Chemical,sf9w3jzYP1U
TR842844,Keep on driving,Rosa Chemical,IzPQ_jA00bk
TR828673,Alone rhapsody,Rosa Chemical,UmhY-B8e5Wc
TR568257,C. A. S.,Rosa Chemical,8TsWkuWWXgc
TR264304,One Take FM Free Mic,Rosa Chemical,xTPhwjtrUbM
TR928912,Nel male,Rosa Chemical,UQuoY73tUsw
TR418448,Luciano Pavarotty // Glock,Rosa Chemical,XrhtSQTB0xs
TR756639,RASTAFARI_freestyle,Rosa Chemical,epp8Wfqsfyw
TR639324,Groupie,Beba,8I4539yF3D8
TR990354,PLAIN JANE Freestyle,Beba,8Q2xWyKlPeo
TR301160,Male o Bene,Beba,uQHzhmxHdDE
TR957619,WIMBLEDON (64 Bars),Beba,3GwsaCJXMYg
TR334229,Grizzly,Beba,PmCG5lxKCdo
TR610853,Morosita,Beba,mT0kNOB2AuU
TR418321,3ND,Beba,la3XJ5IG09U
TR598542,Chiara,Beba,LpCi6h1yTAM
TR604553,Vaniglia,Beba,0EzWBvoCfss
TR402240,1 2 3,Beba,MAdf0XEjDUw
TR762108,TONICA,Beba,IanAZ22Leug
TR513758,BUM BUM TAM TAM Freestyle,Beba,-Z_775mQaPg
TR694274,Chicas,Beba,12QAeCTkQ8c
TR740353,BANDA,Beba,CBwCqL3EbUE
TR158456,Fenty,Beba,pS038uHlDK0
TR414877,Dip Freestyle,Beba,Bl8kMVN-bBc
TR716390,Fya,Beba,NJPIaKyjKeU
TR175544,Narciso,Beba,si3xwGwuEys
TR410236,Comunque Ciao,Beba,dQuo431D5cg
TR393223,AIRBNB,Beba,YBvYJKiOVHA
TR953299,Roberta,Beba,r-kpgqkcCL4
TR932620,Cringe,Beba,5QwcLX5Gp-0
TR109484,SUPERSEX,Beba,OqudeobfSJQ
TR206218,Stupida,Beba,dfIm6-O7RAM
TR499439,Meno Male,Beba,8-9uowDV4rs
TR931906,Monica Bellucci,Beba,59RHxJIUaAs
TR247496,Crisalide,Beba,PQeXz0J8vHY
TR332893,Lesbo Chic,Beba,4vtiFFF2sZ4
TR412109,Ragazza Ladra,Beba,5z87VemPeoo
TR862027,Regole,Beba,Iq4gv8o-5w0
TR978323,Real Talk Freestyle 1,Beba,3MGHuxI3zy8
TR986603,Démodé,Beba,9Aigq-4EUeA
TR981336,Contro Tutti,Beba,tndOTheIrTU
TR882413,COVID19 FREESTYLE,Beba,XuD8PLTe-60
TR865293,Fili Del Tram,Beba,sasFJcCcGL4
TR161081,Bambola,Beba,BnOuTJeuL4s
TR849919,Dentro di me,Beba,lw86EJldrQk
TR248283,Come Le Storie,Beba,CtCYxMIgXJs
TR583467,Intro,Beba,xXso_TSrL5c
TR880811,Memento,Beba,dLKCPrO25CA
TR760728,MAGA Freestyle,Beba,bsfWpboCHzk
TR818256,Missed Call,Beba,hG4sqFJ1BCA
TR753802,La prima volta,Beba,Ch7x9O666VE
TR700625,Mood Blu,Beba,8YZxVF5eyc0
TR572871,Warzone Freestyle,Beba,04EfNOjiikQ
TR968680,Rolling Papers,Beba,C-3aDXxcZb8
TR649979,Mantra,Beba,FDUYu9U381A
TR165253,Creep,Beba,NzuQAAIoOHg
TR292193,Fotta Torinese,Beba,xr7gpt9gujM
TR473749,Anima su tela,Beba,RhOwyHWGqWg
TR976686,Ibridi,Beba,JGQn37efo4A
TR714214,Murder,Beba,nDx4KTA2wC0
TR559676,COVID Freestyle,Beba,1a9tZhWQo_0
TR475374,Limonare,Beba,KcWZC7f1SBw
TR435397,Fear and Loathing,Beba,UpopH4YlTbU
TR710367,il filo rosso,Alfa,jYcaxxbiwUo
TR808461,Cin Cin,Alfa,IsZYkcCCKA8
TR262231,"TesTa TrA Le NuVoLE, pT. 2",Alfa,cK1WmPi9hL0
TR829366,Chiara Ferragni,Alfa,cFdV1Ns79jY
TR281032,a me mi piace,Alfa,angcmZKUGl8
TR133325,"Sogna, ragazzo, sogna",Alfa,pb71X4HLKpQ
TR503086,"Testa tra le nuvole, Pt. 1",Alfa,fu7asPJ_v14
TR620919,SuL Più BeLLo (Out Of My League),Alfa,r8ZhMr--tKE
TR676249,sofia,Alfa,iR6MqL5IX9c
TR221376,​bellissimissima,Alfa,330xZ5xFF68
TR919426,Prima O Poi,Alfa,eNshemIIfQc
TR662919,Wanderlust!,Alfa,XQdGevoHtDQ
TR206262,BeVo TuTTa La NoTTe,Alfa,wFMzRuMEUjw
TR705644,SnoB,Alfa,UmHqnIHnx1M
TR150283,vai!,Alfa,Z6X3K13EqQI
TR436647,Il Giro Del Mondo,Alfa,P6PHol8Zf84
TR230274,SaN LoREnZo,Alfa,ovHAT-Gr8k4
TR219425,Dove sei?,Alfa,ENCl4gtnGe4
TR696636,"Testa tra le nuvole, Pt. 0",Alfa,fu7asPJ_v14
TR745117,anna,Alfa,t_yVpMoNrEw
TR366281,tante mila volte,Alfa,yAfrSfpnHpY
TR135965,ma so che era innamorato,Alfa,O64tm3tr6ck
TR597783,Temporale (24 marzo),Alfa,PEKdjJ6dVss
TR658447,frida (Interlude),Alfa,MRmS1VrYe0Q
TR964144,Mica Male (2017),Alfa,JaB1wdm9pTo
TR985469,Disegno,Alfa,eznvzRjvUTY
TR571032,SNOB FREESTYLE,Alfa,UmHqnIHnx1M
TR116485,vabbè ciao,Alfa,9SVK9ND1t58
TR273220,CI SARÒ,Alfa,-eN9aRB8roI
TR649186,Tempo al Tempo,Alfa,LKOM4x9Mh60
TR922267,NoN La AsCoLTare,Alfa,dBrB97nua_M
TR594999,PARIGI,Alfa,-dTsuYZo_FA
TR615864,Confusi,Alfa,plhw2FNDkVQ
TR405125,PARIGI RMX,Alfa,VdI4WzKdeD8
TR531651,Serenata - From “Forever Out of My League”,Alfa,_IroSWpwpZ4
TR724566,NoRd,Alfa,5083_Z1BCTw
TR178424,Le Cose in Comune,Alfa,4dQ3p1I9pD0
TR403917,You Make Me So Happy,Alfa,_fo9fEbLjTo
TR362368,nei tuoi occhi cosa c’è,Alfa,wgngRJSOCQM
TR378408,come il sole,Alfa,s0IdRgjBaWs
TR557926,5 MINUTI,Alfa,zyK0_Ifqar0
TR738175,SoLd OuT,Alfa,9SVK9ND1t58
TR628261,non so chi ha creato il mondo,Alfa,c0o_UOQl_28
TR338658,StuPefaCenTe,Alfa,PgaZ-kii03w
TR810734,il mio colore preferito,Alfa,TjEsBUNzzVk
TR152109,dormono tutti,Alfa,oAQ_tLhmfvg
TR453559,ma tu come stai,Alfa,DK0RBxGv1fU
TR128271,NoN RicORdo il NOmE,Alfa,tJRDNLHku3I
TR439223,Disegno (Piano E Voce),Alfa,mflWI0SdZZM
TR723224,metti a posto:,Alfa,zLKnhnC3Wio
TR708813,Wanderlust! (Piano E Voce),Alfa,XQdGevoHtDQ
TR611871,WNDLST Freestyle,Alfa,06TSPtiG2iM
TR805380,Alfa (Intro),Alfa,l8c_ByIa_pA
TR417231,Mica Male,Alfa,zyK0_Ifqar0
TR621300,Supernova,Alfa,phuiiNCxRMg
TR940611,105 Mi Casa Mashup: Alfa con Cin Cin su Davide,Alfa,mYphut_PxB8
TR191602,COVID19 FREESTYLE,Alfa,xYMud_XWuBw
TR305190,Cerco un posto,Alfa,xxxNdZ6uMrs
TR386205,Il mondo immobile,Alfa,O64tm3tr6ck
TR467224,Stelle,Alfa,s86fnqyeR9M
TR791800,Tanti auguri mario.mp3,Alfa,lzeByxOclF4
TR289284,Via,Alfa,pYZfaPJ2zSk
TR679064,Wndrlst Freestyle,Alfa,06TSPtiG2iM
TR839898,Jet lag,Alfa,oxre-FOCOQo
TR711443,Papillon,Alfa,s2DGHRr7Bq4
TR435903,AM Freestyle,Alfa,6F6_U5S6-SA
TR950311,Okk Freestyle,Alfa,19k-_VqG0qI
TR747206,Vivo Così,Alfa,JoHdv8ujPV4
TR454956,M’ama,Alfa,s5yRZOQ3EWI
TR369830,ACUSTICA CI SARÒ,Alfa,_y9P1o82NEY
TR494201,Ti scorderai,Alfa,fu7asPJ_v14
TR968269,Omega (Outro),Alfa,hCVRYamLhHk
TR450760,Ubriachi fanno cose freestyle,Alfa,Nh61c8et4tE
TR420842,​blun7 a swishland,thasup,N3qxFptQbVA
TR898853,​oh 9od,thasup,pLRSbeIupJc
TR450958,​fuck 3x,thasup,wS3T8p-NVBk
TR388875,​sw1n6o,thasup,HyazQiEEXO0
TR207006,​ch1 5ei te,thasup,FygitItD0x4
TR372798,​m12ano,thasup,fig-czdjmio
TR553511,​occh1 purpl3,thasup,RWZ5OVZH9io
TR907857,0ffline,thasup,dCdbKK_hyQw
TR304202,​no14,thasup,6No2tsYMJmk
TR157424,​pers0na2,thasup,Co9DFYbMFqM
TR870865,​m8nstar,thasup,QpmmbEtvhaQ
TR512282,​scuol4,thasup,wRS8Bw8onq0
TR996368,5olo,thasup,9tKQDABiYuI
TR101689,​come fa1,thasup,e5oZjPWhH0o
TR324938,​gua10,thasup,glHpgZpaEx0
TR441659,2ollipop,thasup,mWboHeKeCnM
TR206084,6itch,thasup,85MUW_byJpE
TR387722,​s!r!,thasup,yscyWJziBMc
TR995900,​molecole (interlude),thasup,mBODNHLH9b0
TR211441,7rapper ma1,thasup,lq1XnnUVtq0
TR157006,​parano1a k1d,thasup,xS5nFZ6OIVE
TR324713,​c!ao,thasup,QgM1Z6gg8u0
TR828958,8rosk1,thasup,mh6J4rjjwsc
TR457949,​bubb1e 9um,thasup,TRs7ihgi_oQ
TR565019,​m%n,thasup,ZdrRs8Bk2Hc
TR811171,EGLI È IL RE,thasup,OIUMtQauSGU
TR953250,Dimmi Che C’è,thasup,uPeznfsvDW8
TR822203,POSTO MIO,thasup,KsHrkXAo-R0
TR744938,!ly,thasup,r1p24SFVk98
TR397308,​r()t()nda,thasup,yhPqSnf5fgU
TR694598,Loooser,thasup,QO_5zwa8lCE
TR667342,​mi @mi o è f@ke,thasup,4s1egtVfkLU
TR673689,​l%p,thasup,QWdDzqT-JJ0
TR212338,SO CHE CI SEI,thasup,KMIklqCuE2A
TR743707,​mar+e,thasup,phdiA2oQbNE
TR612337,​come t! vorre!,thasup,5Tsjia7n-Mc
TR994495,​sci@ll@,thasup,O3JwjkoAjgI
TR372774,BLESS SU BLESS,thasup,w9gFmOp-3ow
TR257728,​rock & rolla,thasup,oZGDIBJAkYU
TR488821,​okk@pp@,thasup,f31MJ7KMC2A
TR993112,ONE KING,thasup,AYNmeOPNZYI
TR341799,_bilico_,thasup,xTz3Go99jNk
TR394875,Annabelle,thasup,funXDNunAag
TR444969,COME POLVERE,thasup,IZxiQ6K-xgA
TR827502,​ye@h,thasup,ndxbs-tblBA
TR674291,​cas!no nella m!a testa,thasup,Ib2XloT6Shc
TR479694,OCCHI MIEI,thasup,Fl8pmLesUy0
TR690670,​r!va,thasup,ZvT096SZy6I
TR652752,BACK TO BACK,thasup,fLhb8udZVK0
TR708360,​w()ah,thasup,ttoqi-MDuoo
TR584013,Gumball Freestyle,thasup,jcg7T1ewYYw
TR125573,​b@by nel bed,thasup,ZekegY1SBvg
TR241944,Rockstar*,thasup,kETq9YMfTlY
TR753977,+ bla se c’è bling,thasup,9BMuxh4Lkxw
TR807338,6 1 akkollino freestyle,thasup,CZHNH5fDGdc
TR202937,URAGANO DAMN,thasup,70tTrRJ24eg
TR106485,COVID-19 Freestyle,thasup,yZT949nd3bM
TR210154,6itch 2,thasup,85MUW_byJpE
TR348646,FVCK GO551P Freestyle,thasup,BHFsfJmqB1o
TR460325,​no chance mai (no champagne rmx),thasup,XLHEn6du20U
TR557093,Thalloween,thasup,shYoJK58_es
TR937881,Purple,thasup,uPeznfsvDW8
TR743448,Particolare,thasup,3WwMApp46xI
TR432428,Veri Fra*,thasup,UCQRhoT026g
TR480687,Blunt*,thasup,N3qxFptQbVA
TR372255,Buon N***** - RMX,thasup,xJ_871GXnuw
TR440199,Bugs Bunny,thasup,QrinT6okiWc
TR121015,Coraline In Love,thasup,MKf6jt0T3zM
TR865487,Skkkkkrrrrtttttttt,thasup,8xw4uJezriA
TR725416,Drilluminazione acu,thasup,MQGGKfSe-eo
TR481273,I.B.F.M. rmx,thasup,mEmb_H1TyU8
TR732986,Cazzeggio Nella BV3 House,thasup,XDgjm-1FMx0
TR120883,Roba illegale/Coro*,thasup,Yx2khdivMS0
TR511380,Non ti interessa*,thasup,KgwUWa13epg
TR350878,No Sleep,thasup,Nrt6HsEQQpA
TR926861,​coltellata versione per fatte salì la pezza,thasup,p9r3x8TMgo4
TR834217,Quasi le tre*,thasup,wRS8Bw8onq0
TR264646,M8nstar Acustica,thasup,A_2IVR6YyKA
TR663153,​ao,thasup,QgM1Z6gg8u0
TR525648,Dulcis in Fundo,thasup,aBDV7Z_F9AM
TR815514,No Champagne,thasup,6eqR_RyTuFM
TR735016,Night Cherry,thasup,Tql7sR6VBWw
TR819317,Fuori dai guai,thasup,Nw_NK_EtbzY
TR114966,Ice Gelato*,thasup,N3qxFptQbVA
TR720005,​baby dopo che uno sconosciuto t’ha venduto una caramella,thasup,L7_J0YyVKQg
TR993674,Ch1 5ei te presammale,thasup,FygitItD0x4
TR847020,Fuck 3x dalla traphouse a youtube,thasup,-YflKgvR7jw
TR514907,Circus,thasup,shYoJK58_es
TR416240,Among sus,thasup,6U0Xl5oGp1Y
TR358391,Lil Trapboy,thasup,KMpvMpPZ_UU
TR731743,Moonrise,thasup,N3qxFptQbVA
TR936795,Sbsm try not to cry challenge version,thasup,jGhK0L9vuXM
TR466375,I Don’t Give a Fück,thasup,pT0AnWEvJ8o
TR975063,Swaggavamo a scuola,thasup,F49q42gRbDw
TR907194,X 1 mex sgravata impazzita col beatbox,thasup,uEKMZjITkes
TR611312,Trap house,thasup,CcO3RMazRDs
TR972668,Fuck*,thasup,wS3T8p-NVBk
TR416283,Wickedboi,thasup,4vUDjOiJzbk
TR745980,Uh x6 yah,thasup,W8-Me04RDW4
TR890034,Whats poppin freestyle,thasup,tJkDkk48loI
TR676899,Chu9ju9,thasup,N3qxFptQbVA
TR266226,Dove Sto*,thasup,N3qxFptQbVA
TR238386,Nuova Car,thasup,N3qxFptQbVA
TR601663,Mad world con le righe delle lacrime sulle guance,thasup,jH4denGl7HY
TR461343,2ombie*,thasup,B2MwaSODYgI
TR375560,via da te,thasup,FygitItD0x4
TR737119,Shawty,Yung Snapp,g7p3fCVbAb8
TR121673,Kiss You (F**k You),Yung Snapp,qNWLXjGXaWE
TR497292,Primm Ca M N Vac,Yung Snapp,N0XMCU5a7Wg
TR864686,Ma Xké A Me?,Yung Snapp,TFCE1SSzaH4
TR594886,Sincer,Yung Snapp,-Hngp-u7EtA
TR986430,Ngopp ’A Di,Yung Snapp,K0Yg5A4kH8w
TR230593,ATM,Yung Snapp,iNYHXl8-QaQ
TR654230,Tutto L’Oro,Yung Snapp,GcOaUzHh9qE
TR192580,Money Cash,Yung Snapp,8m2uBLgSNfA
TR153838,Champagne Problems,Yung Snapp,PpIiu374hFs
TR187151,Basti Tu,Yung Snapp,Sr1NsAfYx1w
TR327917,Thanks,Yung Snapp,IUxhYzO3gPA
TR973655,Baby U,Yung Snapp,t773o0Nv1cc
TR758411,Marijuana,Yung Snapp,BXW2Zh-2hU0
TR627041,Solo,Yung Snapp,eksLR7NW1ro
TR865433,Matchy Matchy,Yung Snapp,1r1A4qIQYiI
TR694732,Montana,Yung Snapp,zYQI7jrofTw
TR629470,Justin Bieber,Yung Snapp,1wfn1AbZ1X4
TR640824,Fuck that Bitch #1,Yung Snapp,3xZphL8gEUI
TR143161,Teng Sul A Te,Yung Snapp,IcHUxA4YdCk
TR446988,Verde,Yung Snapp,76oFoy8QoqQ
TR374285,Club Paradiso,Yung Snapp,3O4mTLr3nKk
TR678543,CANZONE D’ODIO,Lazza,4_wDrSRkcgc
TR501409,Morto mai,Lazza,vyVCbCDMwMg
TR907775,100 MESSAGGI,Lazza,F7katA08VeA
TR113434,MOB,Lazza,e_oYrnQ5vII
TR946838,J,Lazza,vgZoXnrN_eI
TR932036,MEZZE VERITÀ,Lazza,X_tes5tfWGo
TR812690,Ouver2re,Lazza,jLwklsHIfHY
TR255598,SLIME,Lazza,f8QTUXC_ZqQ
TR830773,ZERI IN PIÙ (LOCURA),Lazza,uLvKZJSFO2Q
TR930078,Catrame,Lazza,5e5_kavJ0UQ
TR963090,ALYX,Lazza,AbDIvnz7Dfs
TR578122,2 TIRI,Lazza,BnkN0QX-Hsg
TR933715,Gigolò,Lazza,Cnd_928ti28
TR694879,Ouverture,Lazza,TTxqCWGBYhg
TR721579,Lario,Lazza,_7ZaLxJa2lg
TR580342,FENTANYL,Lazza,LOXn1x-4E84
TR786668,Re Mida,Lazza,1BZou6NUs5o
TR678962,Netflix,Lazza,5xTLHxpshBg
TR208409,Porto Cervo,Lazza,3vdkFGgKG2o
TR949520,Iside,Lazza,L9ZD_wDusrI
TR398315,LIMBO,Lazza,9PY1osxDnAM
TR635953,Gucci Ski Mask,Lazza,V383YWUMMJ4
TR142384,ABITUDINE,Lazza,Y6-gC-OBT5M
TR772603,PIOVE,Lazza,zarm7sLSCCU
TR230478,DDA,Lazza,CGZk2oK1cvg
TR520250,OUV3RTURE,Lazza,TTxqCWGBYhg
TR198630,MONCLER,Lazza,h1oHS9ehV4U
TR319135,BUIO DAVANTI,Lazza,4N3BM8tPaZc
TR343382,FRIEND,Lazza,BLVJ4RXwNPU
TR253376,Cazal,Lazza,S6wxa1iuYH0
TR318541,GHETTO SUPERSTAR,Lazza,VR6xe2vtmAA
TR936261,Diablo,Lazza,M7ULyv5R5eU
TR891506,L’ERBA VOGLIO (Geordie),Lazza,cwFZRH35o14
TR534083,24H,Lazza,hT3elf3cm6w
TR765270,MON AMOUR,Lazza,44Obf5rLX84
TR936150,USCITO DI GALERA,Lazza,U547ORZ3Oys
TR863566,CENERE,Lazza,A5ab7U9RVLE
TR388378,CLEAN,Lazza,o0Ah8Esob4Y
TR566076,HOT,Lazza,QqGlpQdxO18
TR609656,-3 (PERDERE IL VOLO),Lazza,VR6xe2vtmAA
TR213067,MEZZO SPORT (64 Bars),Lazza,XpirCiACDwc
TR587870,CERTE COSE,Lazza,olttVFhDMj8
TR270089,Silenzio,Lazza,hflvwX4H_js
TR663447,VERDI NEI VIOLA,Lazza,1ZUF9mg213k
TR248150,Superman,Lazza,qPxwQzwGgQw
TR859902,NESSUNO,Lazza,KnfbggVPYVo
TR278430,ALIBI,Lazza,vzHuYaS6Iio
TR960797,DOLCEVITA,Lazza,DrVe9RLqjF0
TR843415,TOPBOY,Lazza,JqQlq--70hI
TR288384,Maleducati,Lazza,CGZk2oK1cvg
TR216323,Million Dollar,Lazza,n-T-g446TSQ
TR525338,Box Logo,Lazza,IhCV7JyyjNs
TR878274,Per sempre,Lazza,ItUcozgUtcY
TR440214,SOGNI D’ORO,Lazza,Rehr2jN7t70
TR685574,Povero te,Lazza,wPmrkWDsk8o
TR245117,NULLA DI,Lazza,OF6S0Riaw4c
TR862177,MNM,Lazza,ntSwlRnvrbA
TR994099,CASANOVA,Lazza,06P37Wlch40
TR138549,Dry: La mia ora,Lazza,2v0fOyEDDnU
TR307970,ESTRANEO,Lazza,_750kaf4_GI
TR376023,Bisturi Freestyle,Lazza,9b5pscrtvto
TR680065,Desperado,Lazza,tDalxR_g_ww
TR472894,Zzala,Lazza,OPmdH3ghi2U
TR538180,PUTO,Lazza,3Zrw1F-WliE
TR469953,CINEMA,Lazza,Wc5pKjcudNs
TR801615,Lario RMX,Lazza,H1kedBDHf54
TR791489,GIORNO DA CANI,Lazza,2siiRV4jK4s
TR817962,MALE DA VENDERE,Lazza,qDnDRRrzB_I
TR971533,PANICO,Lazza,-11sPp2JzOA
TR910973,SENZA RUMORE,Lazza,dJmaFREMVnw
TR337843,BUGIA,Lazza,jg_Ck8rY7NY
TR454186,JEFE,Lazza,W9QLyPrk50E
TR855044,MOLOTOV,Lazza,BOiOvm-uDdU
TR686116,Morto Mai (Piano Solo),Lazza,vyVCbCDMwMg
TR251021,No Selfie,Lazza,ySksQrliwYc
TR281060,OuverFOURe,Lazza,2wmu0ufEXSw
TR770458,Take Away,Lazza,9QJL_L0ok30
TR624333,Frio,Lazza,b77uhip9SiM
TR145430,Origami,Lazza,u_dtROyCjY4
TR528672,SAFARI,Lazza,opDlehMeikE
TR890122,2 Cellulari,Lazza,pChUTm-DLzo
TR200936,3 PALI,Lazza,KFDC2N4uE20
TR115744,ZONDA,Lazza,9J3iG6fV5B8
TR814815,REPLAY,Lazza,uazbP1oLTD0
TR349937,PIOVE (Concertos),Lazza,KrAbwNdq-tY
TR525771,430,Lazza,vgMrgFjxC0k
TR412129,Fuego,Lazza,zj8d_Lal93E
TR289233,Come Le Sirene,Lazza,aGbjFeVuRBE
TR945750,Catrame (Piano Solo),Lazza,Yi4-3Yj3850
TR791377,NESSUNO (Concertos),Lazza,AWa0iPk61fQ
TR606950,I.B.F.M.,Lazza,YgEZDD_xJ4s
TR155914,Poteva Andarti Peggio,Lazza,hgoPLXOJf14
TR521587,Wall Street Freestyle,Lazza,eyg7fTtP-uI
TR293124,N70,Lazza,WAfpOlD7sVE
TR661605,Jolly Freestyle,Lazza,h61t7hGIVFs
TR660076,24H (Piano Solo),Lazza,937Ur9w-cAo
TR214362,Replica,Lazza,97iCoQFZxqs
TR369777,Super Santos Freestyle,Lazza,JYBXgD8l75c
TR236358,Re Mida (Piano Solo),Lazza,VzcDp7Tx_W8
TR606025,MI ANTHEM,Lazza,OCz6NgGyosQ
TR740132,Netflix (Piano Solo),Lazza,FFzwO6uK0n4
TR466976,Non Sei L’Unica,Lazza,9d1HIYQZTmA
TR446701,Sto Magazine Freestyle #8,Lazza,1dAGNkDpaWA
TR420178,Superman (Piano Solo),Lazza,28ZnsOUVNGY
TR540787,Ouver2re (Piano Solo),Lazza,jLwklsHIfHY
TR266237,NESSUNO (Demo),Lazza,PjD7EA6D2u8
TR892361,PIANO 20,Lazza,cLdLkz8toBg
TR309027,SENZA RUMORE (Concertos),Lazza,3yn-I45v1ZU
TR368629,Desperado (Piano Solo),Lazza,QeReCn0xS8g
TR826767,LIMBO FREESTYLE,Lazza,OQN01BWEIoY
TR505501,The Exchange,Lazza,dhmHLCoqwXo
TR199770,BSMNT 105 Freestyle,Lazza,LomP3sRVUSU
TR145619,Cerotti,Lazza,W-2APy89_Vk
TR472675,Beyblade,Lazza,15V5OUAGPaI
TR990546,PANICO (Concertos),Lazza,6NfVhpZgQLA
TR235108,BIG Freestyle,Lazza,5fWgh046g70
TR720383,#NSSAUC,Lazza,EW2KGzw_TfU
TR423080,È Vero,Lazza,KH2LeyyMs8s
TR702473,ALIBI (Concertos),Lazza,4530arbzRDI
TR180163,NULLA DI (Concertos),Lazza,B-9KDKcSlL0
TR606841,Tempo*,Lazza,k1UPTTGp16Y
TR677289,In Tilt,Lazza,4NsCwN_BseM
TR381191,Tommy Jeans,Lazza,y7pm7daYucs
TR897851,COVID FREESTYLE,Lazza,wpYDvUu3zS0
TR624317,INFINITY 333,Lazza,5w3DrhMUx2Q
TR709785,MOLOTOV (Concertos),Lazza,giDlQUwDYbc
TR348515,Maradona,Lazza,2gBcjM88C1Y
TR575528,USCITO DI GALERA (Concertos),Lazza,ozhs_BbdMSM
TR745650,Da Un Po’,Lazza,-lVk5pz3qng
TR843067,22 (Freestyle),Lazza,9umq1I9Qes4
TR486985,A Me,Lazza,4_wDrSRkcgc
TR235741,Ayrton Senna,Lazza,vS3ROBCeyBI
